total_number_routes=293
total_route_len=6784751.854
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
121 21634.857 1982 10002-9534-8462-2757-4048-3508-9017-901-3656-611-9558-7455-1111-4285-7769-848-7319-6388-1958-6556-5262-7306-5730-4015-3238-58-1727-2546-3188-4771-9274-9243-2796-9736-2183-8645-8050-3101-8143--10002
122 7372.548 668 10002-9569-7051-5059-7486-7956-1550-337-2806-7534-4116-2804-339--10002
123 3235.551 468 10002-9575-1988-41-2148-1885-2348-1728-2938-2972-6374--10002
124 15762.849 1711 10002-9792-1907-1039-2937-4011-4122-7750-6263-8540-8661-4762-965-1758-7011-2815-5520-2286-8752-7023-6145-1562-3174-1514-3816-7618-2453-7366-9233-3413-3537--10002
125 21245.921 1716 10003-437-7616-21-6945-7854-6646-6877-9544-2473-5861-5098-6765-7658-7896-8374-1246-4637-9525-4816-2781-7631-2489-5200-2704-7643-7776-6352-7842-9208-7016-4800--10003
126 10933.627 595 10003-521-5223-8244-8146-6714-8263-9744-4435-5178-1624-506-8104--10003
127 28062.835 1901 10003-694-927-1838-9647-6796-1856-1017-3281-7346-781-5358-7779-3579-8513-7182-3229-9372-3363-4780-1834-4019-3824-1026-1549-1166-6-8778-2264-4272-5450-8224-1544-5613-8634-7794--10003
128 17466.622 1777 10003-764-5578-8587-2962-220-9545-8610-6625-7028-7006-8953-6261-4709-64-1724-2392-767-2947-8043-709-8828-7565-9335-4854-1831-8902-5043-661-7268-9441-5816-6124-6767-6855-3951--10003
129 27623.202 1997 10003-1218-5464-1773-3020-3295-3568-6692-8875-564-3007-6764-7895-5979-9540-563-7331-4717-3009-7485-8704-6830-5319-4311-8138-6371-8293-5049-8412-4641-9297-2335-4518-5757-5449--10003
130 39700.628 1993 10003-1240-8995-6315-7749-8873-6447-9593-3087-4165-2818-7309-4952-5093-6495-2382-2754-4789-3660-1847-5374-3012-3562-6580-9655-6948-7426-2470-1187-7805-2551-7838-3551-2484-1997-8487-3923-463-983--10003
131 33768.695 1765 10003-2084-6654-595-9808-6615-573-8595-8827-3026-1510-7929-4796-4093-9284-8520-2116-8796-1241-9388-3766-288-5390-7630-9627-6837-123-2792-2729-4491-997-5721-504--10003
132 25623.901 1998 10003-2376-5535-3741-3980-9138-8621-2433-5803-5308-5193-5905-5610-6409-6808-6096-6624-9055-6713-2471-8939-5834-2240-251-3840-3511-5768-487-4684-8612-7201-3401-8514-5880-897-5774-4837-7286-1976-5878-2917-4263-8525-4369--10003
133 27543.627 1992 10003-2966-9034-7496-4171-8110-410-7663-1185-8455-6286-673-7376-2653-8386-1134-4154-3594-4143-3781-6738-5524-1537-1285-8068-4057-4506-5668-2290-8099-6235-5509-8383-6411-770-8668-2460-1784-8171-535-4919-7210-9605-381-2713-1128-4469--10003
134 19093.304 1345 10003-3032-2954-218-559-7431-4042-2250-284-4407-4546-1670-3136-8998-1717-4676-4142-3706-2740-7687-1520-1578-1541-2475-4114--10003
135 12544.993 883 10003-3241-4659-7339-3477-9227-5288-3672-4928-8471-4787-5776-4662-1981-8234-6444-5735--10003
136 23976.954 1977 10003-3258-3728-2743-2064-3346-4888-6099-4470-6470-8330-1274-3750-9041-4198-2301-8851-181-2854-8563-7423-5879-5893-7311-7817-9196-2798-2585-845-3240-9966-5446-74-2293-4920-1851-6708-6349-3509--10003
137 26913.824 1988 10003-3420-1224-1498-6343-4082-3932-489-6897-6622-6198-6284-4345-7510-8279-2589-8382-3228-4254-9588-5383-8384-7584-8322-2437-9533-8312-8582-3684-5196-6665-1360-4451-3151-9577-9978-7937-5040--10003
138 33967.412 1393 10003-3451-5174-2819-6365-4180-2701-1515-1898-7302-4665-6395-3112-4306-8148-3490-4802-3168-9466-2149-4055-6531-6256-3707-2720-4115--10003
139 36814.077 1983 10003-4456-562-4786-8550-1323-308-3157-4338-2291-8703-9000-2626-5815-2750-9170-5025-5151-1560-9935-6221-7732-8696-4216-3466-4390-5867-2596-3402-1311-1335-1226-6260-4799-110-7527--10003
140 34027.565 1193 10003-4636-4297-2821-3208-423-7632-9543-3342-1376-6544-5499-6694-9885-546-4039-8670-1619-1380-4541-2710-2895-6689-4757-285--10003
141 53472.953 1982 10003-5121-7660-185-6779-8482-6967-2153-6600-1933-3460-408-9180-758-5075-3244-8103-4729-2017-7396-8893-462-3863-1863-7136-3325-895-1309-1987-1430-377-43-3757-7863-3623-3600-1701-2282-8216-2159-4087--10003
142 27935.891 1896 10003-5209-5847-7328-7035-905-8640-5965-7912-2702-3974-6609-6429-3610-9122-2926-3052-3738-9460-643-4612-2032-6305-1505-5010-6545-9067-843-2985-6406-8750-900-6128-3089-8636-2427-4980-8144--10003
143 32065.820 1694 10003-5671-2735-4519-4941-8552-5798-9314-2408-9481-3-6353-3277-5919-4424-5837-4065-2624-5285-3410-4249-9037-4883-4136-1287-8947-8029-2949-5028-431-8781-6736-7945-8486-9883--10003
144 18533.585 1269 10003-5758-3904-5452-6667-3563-1708-3939-5048-3822-1050-8732-6069-7125-4215-6626-5734-3004-2648-5453-9501-2090-2346-4991-6929-9920-1503-7277-8546-7664--10003
145 45098.183 1844 10003-6320-1377-5140-6015-9220-1698-9988-3091-4755-5938-9681-2259-2707-6844-3365-6717-4499-6651-5088-7806-1153-15-4598-9764-3055-5664-376-2094-7829-9683-9677-4986-1820-7798-173-7906-601--10003
146 34097.499 1521 10003-6857-7356-5567-7987-9198-5304-6635-7571-7966-9184-796-1787-5565-140-8173-9186-912-5890-3017-9435-8660-1205-7758-9136-2745-4968-334--10003
147 6847.039 341 10003-6905-3528-4564-1038-8282-7494-3595--10003
148 35997.430 1883 10003-6924-4852-267-7511-3673-4577-5797-9012-8659-3718-776-8935-4698-6513-1613-5182-8054-2466-9440-5351-655-1059-9539-3505-4-5171-199-9665-3453-4995-4008-8236-742-6910-2642--10003
149 18008.142 595 10003-6943-7997-7574-259-3495-9871-2304-3404-1383-1703-5895--10003
150 24589.010 1700 10003-7726-9518-3110-8531-8394-7882-2422-1164-7961-9658-6570-1250-5801-3446-325-8310-5978-982-7218-1641-2454-1356-2336-2514-2983-2997-2609-354-1946-4377-5486-3172-8261--10003
151 12705.148 593 10003-8810-6842-1803-3798-745-627-3583-574-20-2419-7266-2464-188--10003
152 52040.076 1940 10003-8955-6492-9794-4370-9463-2793-1642-4708-111-6662-6778-7432-6660-2443-6639-119-8816-3536-6071-5138-8071-1071-940-1470-9509-6845-1354-9922-5409-7213-1647-1029-6035-360-6783-362-2843-9629-3479-3642-1496-342-4513-3367--10003
153 22468.869 1792 10003-9035-679-7103-3323-3729-9720-7371-6192-6219-3940-5192-9217-9870-2634-1108-9150-8040-1632-8937-7598-4289-2447-6853-1004-6846-4364-317-6710-1916-6500-6017-243-4475--10003
154 43941.897 1998 10003-9060-7244-468-1500-9614-4138-6338-4738-2171-5248-8518-4148-8777-6784-3225-6682-1077-6002-6321-9849-9566-9906-3034-9786-3227-305-7531-4246-4731-7580-683-6879-1000-2001-206-4265-4327-9096-4395--10003
155 22016.754 1997 10003-9167-519-4179-1155-2262-7686-874-2940-1158-9487-3573-9743-7864-918-8082-4283-1762-4830-8593-5636-2565-3265-1919-2726-635-4908-4333-2163-3949-6658-3035-4125-8808-4001-3849-2295-4608-8745-1625--10003
156 20773.509 1841 10003-9173-4465-3870-8983-3516-4340-4313-6516-5658-960-8899-159-5976-5857-1365-8219-3669-516-6083-7857-6774-80-9984-3971-8278-7834-2614-5819-592-6116-5752-741-5737-5961-6336-5518-835-241-395-2289-10--10003
157 41336.931 1761 10003-9401-3256-756-3074-9671-5410-4601-8924-2354-8153-6836-1177-5272-9270-6933-3950-7577-2839-4673-998-8445-8022-3691-2679-5634-4286-616-1068-607-9897-8389-115-8684-9303-733--10003
158 31835.232 1548 10003-9411-4251-9137-5111-5884-3440-7698-4948-4329-5038-3046-294-6507-5699-2412-4892-5877-1345-947-2882-3294-203-4471-7146-6969-4132-7048-8614-459--10003
159 38557.557 1875 10003-9687-6121-8083-6218-8459-7417-6766-2287-7576-438-9556-884-603-6636-89-6045-5586-448-3103-2283-5696-6954-2599-5579-7200-557-141-9560-4645-8821-3442-2326-6603-8107-8532-8865-365--10003
160 30009.132 994 10004-1290-8116-5167-8994-9562-5385-6283-1807-1428-2166-2803-2060-3316-7082-6822-5165-1830-2401-8842--10004
161 12189.251 1028 10004-1404-1553-6705-319-7521-5788-9907-2718-4773-8579-9260-1257-9931-8147-9139-4196-9423-9800-3851--10004
162 31463.019 1680 10004-1948-9777-369-5259-9660-4172-9833-3649-5147-4219-6828-4178-27-7177-5427-3470-8680-1183-6068-1802-4454-4012-8207-6094-8162-7246-4365-1985-4487-3717-9181-1681-3533-2755--10004
163 20659.888 1124 10004-2179-9446-4917-586-8342-3947-3689-5717-7914-7054-9909-9405-6964-9860-7427-1623-4583-2375-4660-6043--10004
164 26418.158 1879 10004-2352-6421-8584-100-2239-2846-5071-2994-4071-4177-1973-7149-4472-5352-9668-6536-2285-6355-5784-5003-9553-7340-2059-1324-7192-7982-6984-5559-6680-807-8734-8702-1729-9408-6026--10004
165 44735.675 1876 10004-2365-4675-4691-4776-4119-2928-1162-4361-3574-9324-8488-6930-6325-5813-7273-403-9734-1816-7375-3473-162-3171-6902-1405-7710-1061-2472-6290-9983-9598-3546-2156-5458-247-3614-3293-975-3441-4277-7469-1680--10004
166 40658.058 1731 10004-3640-3724-3678-527-5769-2660-4236-4864-8847-7256-5873-8882-9051-6060-9977-9917-2512-6438-2347-1742-4893-3777-1770-9001-5858-5739-5054-5323-6114-3443-2265-1829-8625--10004
167 32066.926 1255 10004-4524-8276-3076-5823-8156-8647-7498-3804-1748-4151-2837-4183-6339-5949-7651-9222-6887-7822-839-8120-2831-9362-9253-5772-4741-2577--10004
168 35877.016 1957 10004-5231-2469-8385-5252-5307-1433-3125-9633-6084-3802-5132-352-1740-1718-2763-4573-2844-2836-1036-1857-7400-3548-2900-8154-2272-941-146-5989-5300-166-6299-3285-734-7855-5353-5916-8932-8418-7877--10004
169 39520.029 1701 10004-5489-5185-896-3176-1825-7981-2296-3846-1657-9381-7109-9039-5771-2557-9748-2089-7962-1524-6698-2030-1709-4700-3954-1971-3674-3577-640-2645-19-4918-9002-9600-158-7134-549--10004
170 47276.260 1937 10004-5802-8641-5632-5967-7067-9818-5238-876-1247-9469-7694-633-530-1244-9895-6410-1391-2536-3687-3742-235-7523-9273-8883-9205-6070-8033-9338-6239-6890-9841-9144-3889-3138-7447-5215-5005-8009--10004
171 39728.165 1962 10004-6785-5971-8165-8728-3605-4245-9986-4072-4399-944-6768-7740-62-7506-5014-2220-4633-6104-5204-8746-5055-6620-7031-7833-7815-1602-780-7264-1013-1455-5694-4291-4437-7024-1245-8635-1157-3899-9072--10004
172 28203.409 1890 10004-6807-7414-9043-7053-1938-9821-8881-8556-5439-3643-6820-1663-4231-2492-6158-749-9287-9745-7215-4521-8510-450-9061-6462-3098-6402-7621-1230-9431-4166-2659-1922-8631-8245-4438-6568--10004
173 28994.514 1538 10004-7378-5242-1119-4352-7267-9491-6143-2225-2942-4149-5799-4413-3723-1475-813-2176-5882-9603-9471-7096-5451-969-2263-5265-5556-2778-2770-7118-2530-4806-1700-9265-5092-1409--10004
174 47759.284 1868 10004-8039-7848-7790-7466-2600-4663-2210-3873-3311-87-5027-985-3773-7547-3202-5569-171-9963-8303-1634-8132-7730-6772-9682-688-1357-2890-7976-9048-5550-5690-2217-4529-4658-2889-9590-5584-7940-8663-3651-9255--10004
175 43385.194 1795 10004-8622-9823-2299-4000-6937-7636-9713-6004-8689-8764-93-1045-501-4207-9249-9188-2345-6463-3921-8287-5306-5603-9468-246-7084-3124-8018-4613-6023-4213-6762-3177-276-8794--10004
176 20097.866 1960 10004-8896-9816-5706-9221-3284-4907-8502-973-4669-4217-9825-4539-2809-3352-8869-25-1181-4982-7871-7315-7144-6802-2182-3780-2571-7021-5244-6604-96-9521-2534-5993-2010-2367-9467-4436-9033-6913--10004
177 41497.667 1970 10004-8931-90-7741-176-6688-9005-8313-6827-9225-8967-3913-7617-5433-2668-2887-7784-7341-2079-3557-6644-4052-5985-6963-1097-4823-5554-8912-9961-834-8397-7993-520-1850-6457-7399--10004
178 17652.840 1105 10004-9551-8648-3464-474-8575-5732-5670-6763-8339-6153-7167-5894-2914-8530-5269-1771-3866-6213-367-5117-4585-4588--10004
179 31275.074 1453 10004-9993-7554-9077-2223-9859-503-5434-4375-9911-5407-470-6886-8619-8555-5205-9363-9320-2790-2303-5251-6899-3018-7578-500-2458--10004
180 19780.738 1990 10005-105-8295-7438-4004-1710-5279-984-2449-1635-5214-5780-7604-6308-341-490-496-5941-7389-6466-4630-6095-4973-7239-7852-580-6230-3276-5164-5246-1776-4300-3075-9149-138-5751-4386--10005
181 20340.590 1996 10005-442-8771-5001-107-2253-7326-1687-1691-8754-4339-3755-7702-2782-515-1163-7419-2029-1189-9645-9925-4322-8871-3080-2271-8249-1513-2398-2319-8081-6856-2119-8448-8930-3448-6368-3015-7293-867-1237-3920-6752--10005
182 10758.182 1152 10005-478-7955-2855-7673-5414-104-6696-3720-3978-2103-1302-5432-4402-5240-7088-2049-8288-6126-2921-7984-1502--10005
183 13026.712 1233 10005-1011-6596-8122-5875-4994-1462-7263-9753-2902-9264-9374-5546-8583-3042-4625-3147-7919-953-4678--10005
184 26502.183 1971 10005-1469-1389-518-7690-1772-8285-7009-5505-9304-3838-8835-2033-1110-5337-7335-752-6052-8787-6978-9169-8979-1194-1497-3561-6869-22-8675-1917-4540-405-2493-4097-9721-5964-3834-2008-4376-4356-3847-5691-4777-6253-6737--10005
185 20728.291 1968 10005-1583-4310-2623-596-808-7583-604-3424-2715-9126-4130-6323-7470-9506-3122-8880-3079-5523-7977-4939-8770-4355-7517-5476-2448-7114-3407-1388-8489-7162-3099-1401-6200-8391-1312-1601-1609-1140--10005
186 12110.545 1871 10005-1652-9894-5904-4969-2403-8045-6224-3785-1995-7197-2337-1122-4301-4022-2085-7892-5396-4023-9806-5712-2851-4997-5485-9618-6489-8177-128-1909--10005
187 35838.683 1893 10005-1697-4594-1014-715-8229-6211-5688-3492-484-9642-150-299-3170-5846-7582-7893-8111-9725-2867-3844-6904-6888-3767-3510-582-8149-9673-5013-3890-4822-5828-5948-154-7463-9510-5651-8350-1574-5046--10005
188 32893.473 1801 10005-1699-9097-5849-7191-1975-714-743-3571-945-6185-1646-98-1291-9134-833-6157-9171-2540-4382-9705-397-1486-8198-6139-2688-3014-2186-6880-3929-2881-4111-6232-9597-1540-7185--10005
189 22955.587 1997 10005-1879-455-6417-9477-5203-9176-3478-8172-8919-2690-2315-4527-8066-9455-1607-5943-6407-1007-8481-816-3321-5226-1655-3194-9323-9957-7699-8314-4212-3090-8444-3821-4243-4320-5083-9090--10005
190 6188.107 284 10005-1892-8235-2587-1078-1786--10005
191 32701.540 1943 10005-2142-8003-9218-290-5843-4418-5807-7516-4414-9912-8158-9826-6656-4829-9206-7488-417-5906-3083-4775-4727-8839-2673-2646-7425-7540-7436-9528-4605-7670-2666-3376-5425-9424-4951-3249-8242-4954-9694-5126-3567-4792--10005
192 29853.300 1466 10005-2312-4453-7429-8187-8348-4974-7338-6582-6267-389-3224-8766-5217-7471-4863-4624-6502-6575-1557-8232-8252-9630-8262-4500-8760-1264-8400-2830--10005
193 16932.241 2000 10005-2439-2078-1696-7482-3646-4553-6996-6078-1685-6101-6391-4349-3790-6105-925-701-4803-6370-1099-2209-7851-3037-8230-3008-270-8782-3216-289-5368-8694-4902-3389-1221-8021-7070-3351-2476-7459-6275--10005
194 27630.281 1890 10005-2516-7924-3156-4509-6426-6946-4076-1358-6759-6472-5750-5676-5929-6746-4016-8337-8909-6530-2308-5892-4851-3013-9514-7219-5212-3488-9498-4367-4239-8136-9769-8596-7715--10005
195 20247.407 1977 10005-2517-924-273-7515-94-8712-5079-555-4182-8743-2894-3506-4651-4474-6249-8446-902-4558-3287-3789-5094-5917-3487-6077-3049-2254-9797-3422-1303-8254-348-5069-3641-6747-2024-9462-4234-8805--10005
196 13945.748 1328 10005-2553-7281-4492-3638-7172-505-5180-7183-5484-6282-2463-4770-5350-7678-8067-6119-3698-4712-7729-3198-5871-2050--10005
197 4460.734 526 10005-2677-2935-644-1570-8094-476-9719-5-3981-1398--10005
198 30567.486 1855 10005-2758-6392-5237-4697-6884-6770-6955-5827-5528-5198-9675-5270-9949-5661-3525-1782-3252-7262-8023-9333-2909-2905-8390-6647-2886-2483-8467-9799-4167-8212-847-3910-6882-9038--10005
199 31617.582 1677 10005-2859-5297-1046-7590-9950-5599-2322-3262-9488-1457-2053-3903-2739-7727-9127-7677-6258-5456-5551-7291-1297-1896-6773-6826-8529-5532--10005
200 9803.744 1027 10005-2863-8683-7597-8291-4409-3692-3661-547-9300-3025-2021-9979-9266-9448-517-8368-4548--10005
201 16651.922 1626 10005-3120-5345-5759-9368-5184-7314-8642-8097-8609-8910-3482-5392-5755-3239-9308-4988-1172-9648-3523-4398-2302-3400-8578-4966-7481-6191-4733-8914-7242-2747-297--10005
202 22893.726 1856 10005-3165-891-1582-1396-2036-8443-2129-1193-6292-9474-3143-1439-2631-6825-4743-1982-872-2221-4748-4309-3566-54-3041-9607-9824-2896-4099-497-8786-642-8290-6093-2761-3850-2860-9955-1589--10005
203 19846.043 1824 10005-3267-8414-3158-3501-2452-9903-4002-1101-6811-9419-3135-8707-2632-4916-1466-4784-9078-2817-3357-9678-7823-4493-7899-7773-9749-6816-5384-2132-8012-4223-685-9093-9531-6554-40-8260--10005
204 18803.669 1601 10005-3549-7839-8780-9697-9847-1722-9336-2987-6418-3102-4274-2538-5301-5144-9934-3529-6491-359-7030-5926-6257-2998-5018-3830-2444-522-7071-7143-8272-8948--10005
205 20695.013 1620 10005-3620-4098-338-4943-9342-2561-177-7111-8677-6103-1434-9135-4396-1501-7639-4220-1277-6610-7342-1484-3791-2012-7272-2204-7168-2869-6243-5398-3984-7909-9232--10005
206 14144.167 1740 10005-3629-7568-5522-2515-6691-2009-5542-6920-9989-7605-8913-7208-6854-2615-5561-5715-5172-6801-416-6871-120-5822-2418-566-3069-6927-9262-4833-6814-1757-6199-772--10005
207 17945.932 1399 10005-3719-851-8299-1612-9352-3918-314-5105-7351-9201-1373-8449-332-3279-9767-1125-5743-9651-4501-7171-7254-907-4337-7989-7880-3191-386-8170-7122--10005
208 16927.109 1670 10005-3763-9190-9972-8315-8724-986-5283-2165-8188-3615-7381-9108-5660-1474-9864-1102-2575-3383-7925-5824-219-8940-2644-9202-6212-4694-4259-3468-5575-5039-52-5915-217--10005
209 22222.512 1791 10005-4061-3841-3556-4482-6891-4679-9330-330-8790-5785-2495-8025-5347-8793-1321-3019-2665-9046-6944-6524-8452-7581-8981-2229-5648-8013-1527-9276-8357-9548-5923-7036--10005
210 19526.328 1806 10005-4106-6270-6005-3652-810-8676-1454-8225-9631-4692-3584-4774-9162-7176-7260-240-3599-5778-8108-1643-8512-1397-1604-6294-9785-1058-4998-7858-7259-2387-4860-4152-8323--10005
211 25246.774 1980 10005-4135-8035-7052-9926-9829-7479-3348-508-4592-380-422-1319-2913-118-6988-4925-7298-4075-4153-7819-7910-4580-2035-7900-8580-7566-5942-4730-2028-3243-3942-9114-2901-1600-347-9757-1278-3397-6041-4102-5953-5972-1904-4446--10005
212 14882.976 1873 10005-4466-6659-1506-6494-1023-4793-2145-4442-1585-3028-5552-1055-4962-5233-7655-4602-6677-2334-5430-5153-2637-3234-9392-374-9865-4155-3062-6244-2944-4350-6452--10005
213 30628.852 1640 10005-4688-9016-4489-9848-3713-4387-7965-1239-7705-149-2564-1737-1480-249-1255-6581-2461-3161-1790-5955-6771-3808-6627-5932-6875-6175-3702-6344-1031-6790--10005
214 20520.658 1941 10005-4735-6362-1614-2015-6729-8435-9772-929-1538-2413-5428-7153-6420-8802-5560-4131-9628-6589-4993-5201-5338-3694-8761-4184-2716-421-4740-7785-5052-8392-5208-7045-9876-4639--10005
215 28668.120 1877 10005-5141-6389-1688-5412-7472-1408-9700-804-8588-3812-8834-4734-194-7963-6976-3109-2169-4843-8424-6064-175-3953-8528-3711-1545-2143-1640-1423-8564-7595-8867-7646-9915-7068-3727--10005
216 17892.296 1124 10005-5582-7360-5930-1133-995-3128-3964-7637-3569-31-3001-8933-886-8349-5781-2063-952-222-97-4094--10005
217 12515.345 1898 10005-5881-8402-415-4262-8630-798-5684-6293-2694-5839-1331-6149-7322-6819-2006-811-5213-4873-8401-7737-1406-9074-303-5844-1371-1298-1136-321-3199-4117-4014-7898-6037--10005
218 13129.489 1675 10005-5950-9761-254-3896-9921-4581-702-7390-9187-4655-6127-449-9385-5100-8560-1005-9280-4737-2185-8985-4073-8089-7570-9003-7645-7593-1171-2566--10005
219 16871.794 1473 10005-5952-5974-6057-5260-4279-964-2955-8497-6413-5344-7946-9982-2952-2455-9889-3793-9058-4654-5210-5429-6087-2372-4335-9010-7184-1741-9610--10005
220 23416.310 1973 10005-6097-9796-5504-4845-8491-4562-1811-8220-1702-2965-8592-4520-9646-8737-3303-977-5021-1559-231-8420-6029-6505-8710-9393-3218-9325-621-2380-3350-6255-5899-3917-4089-9331-304-1532-3197-7638--10005
221 24873.420 1962 10005-6346-460-1793-6274-9133-9204-6088-9346-6564-9636-3751-3901-401-5619-9291-4214-4434-1751-5082-6416-4128-2826-1336-7188-1003-8999-7497-1828-9231-5741-4596-4571-5380-3233-4307-4978-1252-5460-2007-7010--10005
222 30272.981 1698 10005-6351-2088-887-5709-4586-1921-4949-9014-8381-7004-3274-727-8078-8688-7589-9530-2977-7934-3201-6521-6131-1093-605-8347-4517-4763-3657-4261-7653-5159-3852-1479-2543-8681--10005
223 28206.602 1685 10005-6454-5348-3771-1953-3153-716-1693-9878-994-4871-3843-1292-6040-9842-3085-78-572-2121-6552-7056-4537-2362-6152-4765-7703--10005
224 19707.815 1369 10005-6951-232-7532-2580-5855-4049-840-8644-4561-7040-8423-6642-8682-5278-8572-236-9194-3592-8180-2610-3484-9908-2275-8476-5852--10005
225 18829.604 1430 10005-7129-209-1662-160-8751-6091-853-5376-7079-4515-846-4070-3040-6528-2173-3480-1317-7157-5211-5090-3858-5922-6207-4086-5635-7980-3832--10005
226 39841.718 1985 10005-7394-8258-9328-6999-889-5061-8127-1348-7775-9555-1211-2175-485-5177-1223-7575-4422-4368-5325-4921-6475-6419-859-3301-67-1364-3302-9880-7461-7147-2981-4439-8309-4046-6281-9626-1810-1961-8718-2847-7343-6314--10005
227 24963.397 1829 10005-7465-1491-1149-7368-870-3886-2202-7746-2682-8907-3361-1861-850-8199-8822-5468-2311-6805-4175-2657-3308-7333-7145-620-664-9004-4445-3064-8292--10005
228 23460.119 1865 10005-7484-2226-6851-3205-831-5835-4275-3752-5789-6537-629-6329-2652-7076-5042-5356-195-9898-3115-6272-1901-6919-9212-4348-9456-103-76-7971-7539-1435-7270-7708-3924-8850-9322-92-8904--10005
229 29771.872 1988 10005-7627-1674-8319-3823-1419-6898-8031-6427-5326-8008-3374-3658-8231-4107-2919-6162-3572-8404-7626-6941-1197-2071-295-6992-2708-2154-1106-4222-3664-1712-8157-1854-8325-6541-9292-1370-8409-3872-5502-3310-6000-575-8457--10005
230 33698.607 1969 10005-7782-8501-1603-7764-4101-1146-2674-3481-1047-3633-8334-8101-7611-5833-2647-4674-8461-5973-3513-5303-6527-9612-1318-8417-1874-4043-5988-6306-4123-6129-8692-1385-3472-5720-3898-8665-9348-6860--10005
231 23571.617 1474 10005-7807-8059-6542-2415-720-280-6839-3231-5349-7117-457-4400-3967-9941-3457-6318-8431-1131-746-6356-6669-8425-1671-5840-962-5853--10005
232 16131.760 1606 10005-7901-7409-5044-668-4331-8320-2670-7607-4961-6217-2893-6220-8493-7707-2002-3354-1129-1284-9109-6755-6326-9065-9373-8772-1463-2134-5731--10005
233 23036.400 1947 10005-8061-1148-6364-6557-6985-8557-1415-5710-9311-7422-6493-471-2057-5791-3306-3379-73-1891-2158-5601-443-8813-2762-8300-6631-8208-4137-6590-9163-7018-1025-4913-2086-7355-6345-9867-6560-4578-7573--10005
234 33199.363 1975 10005-8181-8362-4785-4589-9175-3023-8341-3958-4572-3048-5106-903-1096-1355-5370-790-12-2339-4299-5642-1113-9573-8305-8053-2379-4081-2738-968-4640-8302-7778-5247-4108-7777-3298-5137-3178--10005
235 25799.150 1989 10005-8196-2233-538-9458-4617-3150-7734-2868-6156-3700-4163-3133-4870-4302-5999-3184-3278-2548-1511-9283-1281-6313-9285-9574-6448-3387-3892-8202-3309-6664-9110-739-3775-4790-8666-6347-2135-4062-4874-2292-8779--10005
236 17624.463 1764 10005-8361-9884-8380-4935-4047-800-2527-6858-9236-1402-2041-336-4293-6655-1990-4173-6932-8603-5727-7467-2161-9853-1935-3288-4497-8259-53-7039-5418-5907-404-8624-7252-1456-1963-6310-1477-2011-5631--10005
237 15720.219 1666 10005-8650-8284-4656-3616-6629-4900-9490-8267-6469-3609-6390-1124-5188-8271-6432-9193-6628-7804-967-1072-5927-6567-4063-7814-7288-2681-3842-1815-4202-6751-5770-5447--10005
238 10645.194 1400 10005-8819-2545-8944-4394-208-1573-2273-2349-5035-6657-4990-1411-8758-7599-6074-4869-3272-9123-1032-1785-6148-2695--10005
239 23289.794 1985 10005-8905-6515-8494-7881-2429-7810-3776-2980-6341-4963-819-9622-182-3994-9413-8506-2480-2388-2317-8416-5330-4702-4502-2918-7648-8185-2281-2342-4170-5538-71-6155-5354-6640--10005
240 20708.033 1076 10005-9087-9763-7797-3382-136-2497-2627-5693-7094-3060-8667-9781-565-3515-1320-8748-6686-418-8943-7007--10005
241 18333.579 1970 10005-9691-3370-748-4444-9650-860-4622-9492-3922-3297-915-5711-6018-4383-2780-4891-1082-4417-2421-1293-8475-4488-7553-5375-6687-6633-3271-3884-3667-2797-9836-9130-9452-5874-1175-45-2122-7236-3909-6706--10005
242 33257.964 1998 10005-9741-6788-7080-8706-402-7138-7535-9508-8373-7169-350-1566-3275-1151-5107-3799-3221-6461-6591-9936-3659-5206-8109-4847-6535-3565-2172-5663-3894-1052-1967-5241-1217-9535-8093-5189-4876-1805-6676-2235-6722-3471--10005
243 12967.234 1371 10005-9856-6160-7915-7979-4840-1105-1837-5787-252-5612-4862-9029-7728-5372-9459-8167-7780-2542-4273-7250-4766-4141-7592-8203-7318-5820-9932-1027-6720--10005
244 18530.896 1964 10005-9962-9047-8916-1900-9290-3398-8200-3312-6276-6167-4294-23-7350-2432-827-5662-6595-8440-8174-9706-5583-4664-9914-6957-1179-8870-44-3982-116-6724-1092-8987-335-713-632-9635--10005
245 32866.772 1898 10006-390-5686-1259-7724-2973-8432-7337-5529-1761-9317-9788-5363-1959-5687-4230-5229-5168-4807-7439-3907-1666-972-8964-7139-8613-1327-3520-6979-5933-4315-1075--10006
246 50161.661 1826 10006-650-2625-543-2396-7508-1012-132-824-7890-8052-8429-3690-3837-1775-2640-7771-2664-2410-3427-8405-817-4074-2807-3027-4496-9476-2656-1764-2969-9802-4801-8917-51--10006
247 30824.203 1740 10006-765-1037-1094-3715-6695-9775-6484-6222-9740-6709-9872-9502-2824-9081-9259-4985-1407-170-3000-8364-5626-9111-3955-8105-5343-6679-8691-8586-157-3735-5783-7408-4021-7501-3033-8331-2456-318-8837-2618--10006
248 19744.919 1516 10006-856-1508-2409-1575-3710-3682-7659-854-2643-9378-9520-9999-5467-4056-1147-6977-1525-7623-6534-3908-2098-3345-1608-1337-1653-7813-7044-9746-2725-5724-4901--10006
249 18910.590 1950 10006-1965-9369-4899-379-283-2686-7424-8060-3111-4091-9120-4831-3772-4007-7943-8929-6176-1868-878-7591-4192-5175-1706-4618-9044-1809-4026-793-8524-571-8674--10006
