total_number_routes=274
total_route_len=8681006.716
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
118 23860.306 1957 10001-3818-6210-3138-2488-9429-3983-3155-8204-9651-8985-1810-1299-8823-609-758-6114-8691-5788-2482-603-5760-5063-8521-4362-5558-9856-5045-4625-5539-5200-7499-4293-9713--10001
119 23049.069 1859 10001-3837-9703-6689-9992-9309-869-6415-8566-6571-5090-2368-7053-8455-7484-1930-5668-1199-9181-7145-6979-4685-9287-6786-1476-6391-962-9912-2890-4886-9766-6994--10001
120 31167.496 1996 10001-3862-7543-9041-4155-7867-9649-5942-6966-2936-420-3642-7649-6488-1-9879-6981-2606-9529-5453-5711-8975-3301-8345-9419-4974-6964-6834-926-8030-7331-4391-6839-251-7889-6812-8462-1169-6937-6388-998-7909--10001
121 16727.237 1766 10001-3890-6413-5708-2958-4819-2900-3913-6591-9930-8577-5949-2276-1480-1798-4536-7011-8930-3605-5528-6564-6985-4933-3471-7729-2343-4740-2413-5894-165-7921-8828-7854-6749-6268--10001
122 6574.055 1226 10001-3945-7058-6596-3454-2699-452-2350-5497-1965-4749-7028-4438-2355-9141-3931-5102-1695-8848-7397--10001
123 18969.086 1831 10001-3978-5622-8195-223-8393-5032-5770-6631-7815-234-5556-612-163-2012-4485-1046-6108-9212-7711-9436-2805-5912-2896-7024-1594-480-4754-5710-9000-2474-4319-561-7000-6060-2914-7972-3076-7489--10001
124 34037.732 1607 10001-3997-734-8073-7508-1936-6009-641-7830-1903-9744-7102-7481-2553-7132-9845-1579-6653-90-1147-3062-4560-349-4800-529-7782--10001
125 20398.496 1624 10001-4004-6666-5315-1235-5553-4627-9481-4665-698-9455-9460-4065-523-2251-687-6190-6044-6398-3957-7930-5360-6343-6645-2408-8314-2079--10001
126 32892.029 1999 10001-4014-2596-1011-8877-7965-7246-6801-1614-9831-2315-1742-4420-8018-3723-3702-600-8728-439-7820-1057-4227-5783-9451-7479-784-8964-7155-3334-5436-7758-3641-1581-2839-3444-6893-5458-8679-6670-4406-5131-1567-4875-1223-7676-6677-4251--10001
127 23743.238 1988 10001-4048-2804-4559-6449-2753-8656-3484-9035-9557-9589-4867-9208-7771-4950-8878-4755-5268-448-1967-4745-2740-6172-1110-2694-9222-992-9597-3686-7146-5174-9088-4984-7482--10001
128 45125.574 1991 10001-4061-1801-7525-1306-3893-8585-8778-6467-1835-7458-9562-4781-2965-2172-9447-8115-6993-3631-3996-1308-4810-4790-6982-3796-1845-6980-376-7200-8792-3206-8401-5530-9157-4712-3105-5256-36-7653--10001
129 26989.006 1792 10001-4133-642-1531-6201-8552-1145-6372-7030-4413-3410-7883-7636-1996-7493-3926-8325-1276-4335-7819-102-8364-8006-5366-5121-9218-7290-1568-4652-3052-3096--10001
130 30125.834 1865 10001-4222-1324-1080-7594-8343-2140-2924-3971-1556-9412-635-9626-7633-5866-1759-9948-5812-575-5633-2741-2209-8597-1231-4752-7864-7569-5285-5440-1261-5981-7223-5701--10001
131 37808.303 1966 10001-4229-9828-2018-3517-450-8670-858-2932-3442-6422-5367-238-2134-7560-2607-3936-6203-1297-6609-3109-3835-4382-4912-6407-7770-4538-658-8750-2986-939-5171-8242-3797-1564-8699-8033--10001
132 39993.731 1988 10001-4237-2142-2011-6600-1007-4978-1310-2519-3362-3472-2597-175-5039-4480-447-9707-7101-3098-2887-3266-7328-1384-1737-8769-1919-1693-8937-3545-6976-6803-5638-6444-9373-4286-5555-4517-3129--10001
133 32423.528 1852 10001-4297-6412-1547-4660-6305-8772-4434-3544-9091-7324-7157-8487-8767-4692-9387-2470-5415-1805-2360-6055-4467-4475-5615-8625-8380-5390-413-3402-2984-6978-59-7790--10001
134 49568.708 1972 10001-4331-9332-2813-5892-8911-134-3556-4845-4573-6770-9829-4588-2882-9632-7435-4835-4893-7704-969-7256-4972-4249-6126-7462-5465-8968-9223-9711-8713-9563-677-3919-7275-8903-2722-8754-7421-4667-3284-5120--10001
135 40095.924 1987 10001-4339-6808-6006-9007-8815-6882-9786-7473-821-5503-1636-5297-1148-1963-4081-4727-9556-3298-1213-4090-1307-590-6775-5893-8734-5194-720-750-663-8394-6744-9009-7268--10001
136 26982.052 1938 10001-4341-5347-4424-6473-648-8774-4198-1120-8859-2627-3348-6163-4707-5993-2889-1665-2067-8565-2063-2592-2701-7980-1743-6593-6000-7158-1720-3570-8646-4223-52-4802-7688-1800-8291--10001
137 30296.401 1876 10001-4437-6582-1334-680-9489-8031-5079-4241-280-330-6768-8081-195-1585-3531-3886-6991-7828-6394-7725-6747-4674-2363-2999-7107-3615-3949-8841-4086-2309-4970-5823-7773-994-7726-8730-3036--10001
138 42721.138 1964 10001-4510-2057-6889-6862-5883-6738-7089-2221-9310-7239-8279-2186-2703-6427-9144-3312-4565-8490-1429-4904-2430-8372-8382-3669-767-4058-6107-2643-5474-395-9432-9428-1889-1945-1915-3144-3948--10001
139 38591.913 1896 10001-4544-7452-915-9549-986-7080-6110-3072-6555-4180-5963-2778-6817-418-498-6838-3201-6756-2692-3525-3569-4890-6730-9512-2263-7277-1828-1466-2242-7384-3975-5141-1459-8065-4258--10001
140 30032.499 1193 10001-4670-6231-3898-6961-3183-2211-1202-2238-6353-8596-7185-4345-8316-8659-2841-7919-5173-4661-4478-6086-6383--10001
141 28798.646 1965 10001-4709-7444-7283-4677-8294-5333-2832-4063-9067-8254-4259-3213-8630-7318-2300-3470-2537-8773-5858-6750-5459-824-3064-2061-3481-9268-9336-1217-4650-2479-1939-802-8449-7937-955-2941-7562-6404-6324-9500-5519-9167-4939-5789--10001
142 28840.659 1999 10001-4748-1586-8169-3888-9966-9725-6081-6945-654-5038-8885-3209-5314-2909-893-9671-2645-7021-4736-3977-6537-1785-9188-8473-6685-9228-4046-3932-7520-4628-3707-9404-5681-4373-6597-3827-5477-9994-4476-161-5933-7969-7176--10001
143 27365.866 1872 10001-4750-9453-6695-3980-7302-6241-3727-7472-1961-3101-8350-5940-524-67-6493-1378-3928-9998-1544-9675-6289-7552-6041-3810-5420-9844-1741-5512-5692-6647-3355-302-7303-6001-1664-6970-3046-6583-2228--10001
144 14425.825 1837 10001-4751-8693-4296-3582-7377-237-8003-1289-3884-6790-7357-9993-3572-3031-6568-2600-8475-4199-7559-5975-1259-4829-1848-8546-3753-3042-6604-7763-9897-2860-3486-9433-4052--10001
145 15518.161 1944 10001-4809-7453-9911-4021-7332-5944-4703-6300-3433-9802-4525-5514-6603-6238-8295-9097-7971-6637-2864-5172-5801-5312-4966-6530-6939-8094-1054-5619-4076-7999-9339-4473-3732-9229-2976-7150-213-2680-9415--10001
146 32731.540 1994 10001-4815-9022-6255-1827-6901-3114-7257-3583-3671-5076-5542-2548-997-619-1182-157-9061-3661-8782-2719-8624-4542-6733-9519-2116-3203-2546-4077-5217-7065-2481-6851-388-4232-8702-9968-2637-4681-17-4626-3593-8990-582-639-2812--10001
147 49756.107 1977 10001-4859-3610-2421-1115-6921-7596-3095-9449-4896-2214-8080-3021-5160-8980-1076-6698-3478-1696-9230-1578-9874-9965-3399-5800-4789-9045-9588-323-3865-859-9389-1692-8366-2138-4708-5723-5511-3607-3526-2521-7833-7694--10001
148 25347.690 1927 10001-4881-5765-3032-5463-8506-2200-8100-3297-1613-9442-7094-2249-5958-9521-431-1236-2776-4230-8315-5772-2823-256-964-2333-3163-9684-8348-8370-9247-3687-9639-950-6007-9306-3294-541-3216--10001
149 43911.048 1780 10001-4975-2571-2271-5863-4850-9025-8743-9896-3814-5322-7593-1058-6533-7403-8276-2520-7020-7108-9400-2382-7767-9225-6264-7619-9932-9672-8452-9625-9826-3711-555-1864-2089--10001
150 31320.612 1844 10001-5006-7881-6726-4528-3654-4722-3644-7133-2649-6211-9281-5429-7799-645-5934-9103-8986-9644-4326-3255-533-8436-1109-6284-6952-3188-1486-8136-4537-4117-5249-4404-4447--10001
151 10270.016 1712 10001-5011-5341-1542-8288-3205-4562-4928-3-4322-3614-8330-1904-2739-4791-1750-9320-2268-8929-6429-205-7117-51-3476-7389-434-9872-124-8925-3554-2899--10001
152 17837.620 1572 10001-5021-3508-8238-9909-9283-9070-2417-5019-9174-6235-2486-397-8202-8280-1678-8709-2754-3754-8919-6012-7740-386-8616-5352-6784-3428-7492-4648-3267--10001
153 43561.522 1812 10001-5114-8029-5129-8612-116-8972-7982-8111-3574-581-5218-8706-9528-5974-6916-1207-5483-6987-5547-4522-6715-2998-2556-5598-5840-2525-7863-7826-7568-9240-5596-1607-9657-5254-8708-2591--10001
154 37653.846 1995 10001-5179-2663-6615-640-4500-3386-5849-3940-7603-5091-6355-2602-206-3019-9198-8274-198-2167-6890-5029-3636-1218-9435-6651-8676-9602-5758-1464-9607-8477-2031-4411-6913-3357-8853-5923-714-3390-3083--10001
155 20160.874 1763 10001-5185-8489-768-6881-6038-2028-3418-8358-5473-371-3030-912-123-8737-9113-8736-7015-497-7440-7938-5895-8576-7785-6766-7367-2707-7866-2124-3022-8326-873-3230-725-1814-7715-8277-6307--10001
156 43069.643 1990 10001-5191-4617-8392-3534-309-7406-5153-9209-2506-1628-4808-8278-5325-4436-5471-1712-9294-4871-4115-4363-4629-9892-3477-572-4747-9148-3724-6050-9262-2241-5561-9124-1190-9817-1495-8956-3041-643--10001
157 18924.834 1692 10001-5206-8954-5416-1270-3519-1201-7374-3279-4969-7916-879-3760-217-8320-4844-884-8982-4848-6884-8958-8055-1241-4821-3330-2743-1105-2584-1399-1640-8429-5003-9358-3689-8114-4107-8391--10001
158 18327.736 1620 10001-5228-4494-4390-1246-5592-8123-5229-7803-5982-9710-6367-2476-2439-6762-1946-3848-7788-6281-2919-1195-6109-6465-1473-7314-2114-1322-9638--10001
159 21266.849 1984 10001-5233-1560-1788-4679-7908-8408-7139-894-8166-2735-7294-9920-9285-451-5848-5793-1404-3249-4772-9172-5659-8010-9158-5673-9681-2330-6433-2661-2233-4720-844-117-5240-6223-5984-7865-2662-4914-1697-2001--10001
160 15813.785 1926 10001-5286-2946-5945-3432-4134-8607-9408-9450-2117-6091-7078-1832-4796-1402-7399-2504-5337-406-8465-8618-4442-4234-2051-9990-24-2400-1043-7545-4443-3389-7261-8545-1234-5928--10001
161 15222.801 1744 10001-5305-4684-1841-4276-4096-9796-479-2292-3703-8639-3674-1676-1175-9445-9033-7358-1143-2035-798-2569-1705-1347-1825-7177-6214-902-628-5943-8041-5047-6254--10001
162 53824.737 1776 10001-5307-1820-6534-4089-49-3377-1361-1767-6584-5396-7060-5678-745-3667-4782-1829-1920-5358-9987-6989-4383-9216-4378-7215-1666-809-5368-1226-6520-6505--10001
163 40032.590 1954 10001-5326-3028-6023-9196-4299-4583-5724-5074-6387-2732-8092-244-8009-9835-5387-1856-2393-2746-6153-9814-8250-8881-2560-5162-4212-3087-5143-3874-5796-8884-6047-7677-1450-9164-2477-1709-8667--10001
164 25906.259 1987 10001-5340-9788-482-7868-1787-2593-1641-6244-9024-1351-3849-8794-3134-3832-7647-1016-3830-9877-492-2644-2386-8583-3251-7635-8258-5660-7242-5807-3698-7903-4543-6777-3171-5568-6632--10001
165 28494.458 1971 10001-5355-8495-7584-6327-2969-733-3225-7310-8459-6602-4520-6888-4719-230-311-931-1866-9316-9300-6129-3910-6984-5595-921-7252-6731-6919-4842-852-170-8571-1734-5404-9346-2866-526-5050-1442-8534--10001
166 29708.215 1989 10001-5374-43-775-4029-7775-4439-4301-1959-33-9051-4634-449-4225-3921-5398-2280-3633-5057-2179-9620-6871-4066-6032-4261-2295-2422-5817-3844-5529-5504-8120-9945-1458-9582-9319-4576-9479-3120--10001
167 32011.169 1725 10001-5425-4401-9237-9431-8497-1093-1764-2886-9329-1436-1905-9238-3107-766-489-9893-7679-8510-3740-8171-1502-2389-9686-6090-6794-3277-5675-8946-6557-9643-4451-316-1084-4940--10001
168 18017.486 1973 10001-5430-4218-7126-8035-4713-8532-6909-3143-6393-2184-2153-5269-3782-3119-5205-7478-3761-3322-5051-2219-3608-4823-3763-4075-1045-565-7945-2918-8961-9200-7650-2248-8940-4885-8846-6228-326-5196-5588-864--10001
169 20893.662 1977 10001-5431-5608-1108-4350-2934-2375-7547-511-1583-490-1128-2574-6209-8640-7287-4852-4395-4270-8556-9298-1262-209-4371-1943-2704-7607-3133-6282-7113-421-5635-3039-7033-1506-2620-6500-9613-1465--10001
170 20418.862 1916 10001-5441-9913-3720-5391-6700-2377-5072-6867-3896-5188-3869-8698-8707-7100-3346-1296-4246-3026-3108-3889-8071-7427-7502-3643-6202-5584-9042-3521-9991-3224-2863-3085--10001
171 27161.014 1991 10001-5482-8427-491-1452-3991-3802-8592-3483-7613-3061-1949-7821-7181-6389-4977-5049-4453-4460-1256-5258-361-4620-2870-4409-907-4093-3680-1900-6419-4941-146-4976-5999-1221-7747-6442--10001
172 16557.080 1931 10001-5538-3590-6198-5105-1603-5348-6378-2522-7148-7265-7152-774-2696-4197-120-7657-2938-4226-7361-899-9040-3236-897-9142-4321-2651-5687-9958-3734-9784-1703-139-8827-5146-5705-5055-7446-4680--10001
173 38512.607 1996 10001-5560-6152-2373-3606-211-4130-7890-3744-8004-4726-2017-1280-3527-845-9742-672-5432-1782-3258-4721-7996-2455-1660-4817-3639-5230-9134-1738-3924-9578-3451-1990-2191-6303-513-9852-4951--10001
174 33036.607 1982 10001-5570-8017-7542-4085-5393-3323-4097-193-1112-6285-9954-505-4154-2115-542-7664-6745-303-1470-80-9961-5402-6928-2349-9747-6617-6461-264-4323-528-8615-676-8467-9581-3660-1499-7750-7509-1935-4902-7880-8062-3006--10001
175 42505.197 1988 10001-5709-4433-3613-6772-1435-881-6938-9032-3933-4446-4766-857-1892-5996-6754-1060-8684-4582-6392-2500-7047-4786-5577-5227-3385-370-1763-396-7749-8121-4587-1053--10001
176 29627.118 1995 10001-5712-9288-5475-199-6312-6910-5670-8097-1687-7839-3176-7695-4426-7796-2835-5329-9491-8941-9730-1219-1066-5145-7537-327-1382-2015-3825-6369-5583-7039-6941-1467-1748-3256-1132-1374-6216-348-2432--10001
177 22926.695 1930 10001-5777-2013-5375-5505-4656-5323-3122-2154-1596-6561-5400-7014-7392-5714-3953-5738-553-5215-7396-3055-4704-443-5221-7719-8356-8236-9136-570-4947-30-6710-9774-4039-2141-624-1063-297--10001
178 48177.777 1999 10001-5813-8602-1897-678-5161-3367-5884-9114-977-5755-6478-5833-2039-8423-5851-5470-3496-3396-4849-1984-4465-5175-4036-8024-6379-3828-8564-8669-4918-7010-9720-3263-8353-5054-2962-842-6785-1385-6145-1336-1059-7526-3892-4540--10001
179 21466.367 1661 10001-5843-8658-3074-800-5510-898-9806-2136-588-3741-5779-1833-4944-8811-6358-713-2869-2223-9641-7625-8978-4521-7661-8281-7753-728-1432-6331-6946-8528-9778-5697-1630--10001
180 9458.232 1519 10001-5899-6722-9388-4619-737-9527-7220-9577-1826-9858-9420-3922-1982-1863-5786-8434-3880-6782-7231-5018-9391-2599-6213-847-4422-6499--10001
181 37382.954 1992 10001-5939-3842-7684-9846-6654-7023-9143-3232-454-9038-3795-722-3834-179-4087-522-5-6450-1679-8435-6481-3820-4187-670-6538-9634-3001-6934-8210-606-8599-2759-2466-8309-5815-8951-7884-5128-3778--10001
182 44860.973 1998 10001-5971-4980-7436-9110-115-3719-4891-2838-7468-9202-7873-4649-3777-5292-2188-3675-941-2120-9570-9883-7366-7693-9253-8715-8761-4352-3964-3868-3413-1978-3282-2256-203-9160--10001
183 16106.907 1911 10001-6048-8890-1440-2322-8974-3440-1922-3113-6518-1411-9567-871-2150-4461-2152-8223-1348-3080-8110-5969-1138-5991-6608-1637-9668-453-5158-8192-9555-954-5774-9039-9254-6259--10001
184 44910.458 1976 10001-6049-6167-2144-9819-7326-1317-2550-233-3543-4862-7928-8955-8513-4082-9203-9129-8888-8036-707-9456-2996-6119-5495-9816-5604-5637-9226-4615-3900-6249-1350-2123-2435-5677-1364-2093-1740-8718-8153-4162-6030-8701-6272-259-3920-1713--10001
185 21592.501 1881 10001-6085-5213-4126-4569-107-2077-9359-8756-9345-9979-1834-2090-6332-7592-1439-6590-6848-696-8007-5756-7755-3043-780-9248-8229-2372-4991-8075-7733-3354-3457-8203-6162-3419-5247--10001
186 12732.744 1599 10001-6112-6804-8849-8751-9533-8310-317-1049-3223-1122-6314-7544-152-6680-8703-5700-9873-1453-7144-7959-5342-7960-5271-9594-2405-9466-2564-2615-5874-1048-8130-9069--10001
187 20244.751 1970 10001-6178-6226-4168-2544-849-9426-6528-1753-922-2328-4201-5394-8613-7962-9066-3178-2816-3190-2884-7434-2441-5745-3640-9824-3035-3973-2487-4489-5042-422-1555-8851-126-9855-9660--10001
188 21049.035 1761 10001-6197-5904-5178-9925-6642-8984-3929-495-6527-855-1871-7699-3408-3349-7415-2601-3307-9760-1271-7874-9502-1874-6243-4516-4101-8411-1069-9666-4694-2359-6516-2024-2901--10001
189 47856.621 1995 10001-6251-9962-1754-9100-6269-3710-9573-2684-9701-8088-7196-9745-4847-8205-8809-4399-4008-6227-518-3262-16-1890-5850-405-1192-5330-4971-2559-8135-6613-1019-3501-9848-4111-1931-6384-3537--10001
190 28715.612 1918 10001-6265-961-9291-4769-5566-7233-8419-7936-9946-1006-76-8969-2180-9949-2727-6545-6043-6400-8904-8239-6704-6402-3450-5703-5226-8818-2509-6446-3264-2319-10-8342-1446--10001
191 39601.632 1677 10001-6323-9074-8243-3273-2425-8413-1524-1415-2611-410-9191-6069-1672-5610-5998-7656-9922-1569-1885-3984-5838-8492-2098-3561-94-6585-3033-5579-4774-763-1972-9418-5968-2777-8620--10001
192 54905.342 1953 10001-6352-9173-3505-5868-1014-8027-6344-6267-3333-7511-9337-5919-5339-6157-6096-7510-8156-3274-7120-6179-649-5287-6401-6487-1511-4072-9609-6489-3456-6337-3247-6858-6859-5685-719-8631-5689-4948--10001
193 13155.943 1738 10001-6406-4001-9752-5962-6843-5846-4359-5852-7062-22-6855-4273-312-5680-6598-8924-1921-4734-963-6974-5798-5422-5321-4282-2820-9746-2682-8297-7869-1312-5821--10001
194 20791.000 1672 10001-6411-8735-9506-8588-6484-1377-7012-5810-9213-8183-3063-6431-2768-7850-364-2540-6029-7122-9535-5376-2336-6315-2469-752-8801-7791-829-1780-3436-989-1618-9385-2982-695-776-6779--10001
195 4616.211 725 10001-6448-968-9047-8832-3103-6956-8206-8383-7540-5924-4324-8766-433--10001
196 29563.801 1924 10001-6570-7662-3044-2069-1538-3317-7454-3447-6447-3736-5496-184-5856-2463-3106-9522-9357-6158-5569-2210-1203-9105-1188-7321-2323-6614-4032-6699-2672-6222-8387-4009-5935-8220-402-5716-1144-4506-5208-1281--10001
197 23405.034 1966 10001-6619-814-245-6902-9239-2552-702-8872-3305-7153-9926-5634-2288-2145-6721-5062-8655-5832-7789-3475-5059-5797-594-5266-4269-135-5857-3709-9371-7071-6705-5612-1423-6798-1021-6758-8199--10001
198 49954.011 1992 10001-6788-2725-1323-1941-5193-1381-9803-8845-1095-4369-2426-9111-8959-7995-8868-4121-2381-8742-5844-8917-7667-4479-335-9544-8290-1089-1786-9983-9781-9546-703-850-8505-9918-6879-5985-2576-5454-4803-2415-1469-2096-6207-1229-6957--10001
199 33378.954 1992 10001-6886-7035-865-8530-8745-6802-4614-3146-9030-9967-5412-9368-1272-515-5729-2129-5498-1797-2075-4637-3634-6652-4811-7848-6304-8328-9503-9656-4711-1380-9825-4449-4153-8906-4834-3817-1769-2301-1408-4189-4045-9185-4078-9496-4515-7410--10001
200 26065.203 1919 10001-6915-8871-1612-3350-7768-5461-9147-7288-1493-7858-5645-5922-8014-5041-5809-4311-9234-1230-1444-4069-6252-3012-3094-9702-7895-9507-4909-4334-2438-3938-1191-2897-4861-2915-9343-3439-469--10001
201 10917.941 1114 10001-6924-501-3337-6896-9341-3371-4398-3757-7097-3415-3437-3746-1838-5092-5199-3276-8891-1964-7131-2000-2549-2475-8788-9440-3653--10001
202 46170.904 1891 10001-6930-8831-7548-4394-4792-8688-2016-1478-8167-2536-1068-2398-7204-2575-1430-9057-3811-2345-5695-6059-1208-7580-7450-5022-1127-1773-8286-8921-8137-6822-1543-3228-9628-5606--10001
203 7777.409 841 10001-6958-736-455-7095-1893-8216-8147-3846-6565-8926-9245-9988-7660-4530-128-2714-5841--10001
204 29301.683 1982 10001-7067-2511-799-4228-7013-5371-28-9272-3982-6833-48-8406-3150-2872-984-4002-8694-6171-6679-4374-3068-1736-7958-254-8814-342-9409-416-7311-407-8228-1451-9697-26-243-2902-9611-3829-3509-7262-6040-5571-1626--10001
205 26536.827 1953 10001-7073-9761-4534-5508-5427-1817-3197-9741-9138-8685-3571-6320-2022-3289-8682-705-3250-2410-6421-3752-9559-2461-9367-3292-6856-5136-8806-9125-4780-6160-9964-1717-5274--10001
206 25938.324 1929 10001-7075-8139-8570-5988-9370-5527-8231-1906-8248-9362-235-9322-8127-1909-2879-1103-4892-8398-7341-4785-3038-4597-2888-7339-6191-6515-5605-1389-7621-5631-1962-5517-8057-3542-7216-1595-5872--10001
207 16662.903 1859 10001-7079-8579-3361-164-3254-4603-1258-329-5973-9748-3969-9052-660-626-3405-1114-2404-65-8119-1529-1776-6661-4552-4653-1928-2878-4822-3966-6828-8629-1003-9236-7609-9401--10001
208 45158.789 1946 10001-7088-7162-8079-7628-7387-6420-3946-5586-409-4949-9783-3073-4210-1503-428-1803-9640-1477-319-1165-2111-2026-2756-3487-6147-9734-4165-7308-1987-602-2147-5027-960-4120--10001
209 21890.420 2000 10001-7112-8704-4936-7512-6061-2429-7228-9205-5058-3380-1710-1561-1149-8269-7877-3136-3756-57-3918-252-5649-9661-8663-3300-9753-9579-20-6894-2230-7032-1375-8404-7448-5720-5544-1366-900-5184-9882-1619--10001
210 42052.147 1998 10001-7137-6155-7391-8762-6342-3906-4079-2817-2769-8037-7669-5572-1940-8346-3187-258-4243-5830-2604-2547-5995-6507-2076-6835-4033-8632-106-9183-5270-1090-9857-3859-6735-44-4765-7906-1850-7161-686-9924-1075-6275--10001
211 34171.111 1943 10001-7172-475-2060-5987-2374-6671-1992-9122-8649-3528-3191-372-5522-1328-8912-162-7683-665-6712-294-2446-9957-7504-7887-6396-7170-3392-3123-3781-8053-6262-547-949-3023-6075--10001
212 11981.200 1431 10001-7198-4958-9510-8232-7063-730-7611-3843-877-8758-6070-1036-5784-6519-5906-2348-1158-6056-7602-1365-6357-2668-3546-9395--10001
213 40749.553 884 10001-7315-8157-4683-1354-2483-8190-1546-5187-8025-6322-4042-6573-4216-3706--10001
214 43888.588 1929 10001-7375-273-4631-3016-7777-2849-1878-828-1200-5241-8091-404-1071-8575-8082-2364-1248-2763-4128-9068-8318-4342-2340-9770-7168-1792-5875-8700-6508-7009-886-6927-2632-5525-8962-2972-4026-9423-6208-8155--10001
215 21200.511 1967 10001-7393-4459-4095-1976-978-9841-848-4895-8796-5197-4264-3326-1609-208-8134-306-7951-4828-368-2081-5278-4285-263-6503-6737-2589-9931-2412-8803-9914-8163-7050-1566-6263-7240-4053-4019-3401--10001
216 27994.549 1946 10001-7506-8952-5456-8300-9629-5855-3227-667-2335-3382-1179-2771-9002-496-9526-2554-9494-399-3769-6556-9683-4025-2281-8472-5403-6414-3764-1062-9727-7974-7530-2948-7407-3239-6115-6891-2240-5336--10001
217 15268.506 1964 10001-7623-1339-818-9175-2397-8026-7226-6189-9349-9043-446-96-7045-2444-9539-3628-73-5785-9094-5859-3822-9676-7862-4435-4098-548-8048-1719-4035-5220-7810-2440-3050-5069-8133-7573-8689-7001--10001
218 44066.730 1956 10001-7626-979-3034-8217-4314-9036-1520-9866-5118-6017-673-8560-7147-6294-4872-5989-3558-9754-4897-5599-5037-2320-1760-1483-6143-6925-8686-1821-1353-9278-3510-2041-6159-5005-3807-6763-5835-932-3877-9023-3152-2613-3516-1126--10001
219 34162.988 1879 10001-7644-3296-3839-7599-1491-9554-6873-8979-9279-5134-4268-6194-9139-6810-6111-2394-8461-5043-4879-5966-5372-5095-6124-6567-3229-6708-1168-1701-655-7460-9028-6336-8520-276-236--10001
220 32719.475 1999 10001-7665-5251-2149-42-9150-9875-7678-6496-85-796-8337-6193-8995-4771-1091-6218-7317-9775-1901-4344-6436-9259-807-1677-7829-62-7041-2132-2861-1865-5616-9839-9790-5144-4233-2856-3127--10001
221 21055.581 1987 10001-7706-8633-4499-7529-2451-3217-6688-2094-8445-8981-7654-5590-9380-338-3792-5246-358-6623-7878-5886-2313-4174-509-8622-5408-1884-1129-7851-4160-6100-9444-8504-6821-4288--10001
222 30967.697 1994 10001-7717-8226-9155-7553-9376-604-1957-3327-7701-3393-8022-1170-4055-4298-3398-4305-3411-7192-3202-4870-5311-6846-9101-3697-3507-3721-2195-6435-5362-7806-8746-6831-748-8789-6386-4838-7098--10001
223 12749.825 1902 10001-7730-7348-8034-6581-2852-9560-1292-3320-3378-3056-6805-514-6186-7404-6543-1431-7597-860-9274-9618-1558-8927-2157-4564-793-9694-9457-2892-3499-3751--10001
224 46696.080 1993 10001-7757-8692-3722-2103-7926-4457-7250-2945-2473-7087-2893-1862-3057-1623-4330-3506-1998-9350-3617-6149-928-8270-3951-7093-3340-4837-9145-7849-7924-4040-89-2452-6036-4973-5040-6156-5541-9939--10001
225 41908.518 1957 10001-7793-3611-2275-7861-1912-6165-5781-7845-5818-1675-352-343-9099-6065-7386-377-5290-9318-2973-3960-4612-97-592-1847-6103-9083-8619-6084-1284-1463-1512-4585-8368-4855-2437-5386-3699-7381-1960-7259-6621-3154--10001
226 38817.963 1921 10001-7879-2448-7019-9631-808-8536-4728-8457-2912-757-4601-1685-1872-5891-8112-5334-2826-4336-3986-6682-5513-1320-8976-3211-9098-484-246-1326-5434-4023-6039-3004-6326-7514--10001
227 17618.883 1405 10001-7898-4204-1605-7164-7417-8501-7330-5165-3304-5947-5080-4375-6280-1386-6313-3345-6943-6010-6959-1929-6131-1644-86-9313-7857-4416-6395-6359--10001
228 15893.142 1814 10001-7915-9899-500-79-4882-2205-7070-8056-4161-2783-2062-4549-8963-5730-2738-1643-444-8421-3550-3489-958-8967-8131-9211-2944-2744-756-2638-6127-7925-2-9508-1938-749-4405-5445-1454-6338-1412-218-3260-3360-5064--10001
229 31297.133 1752 10001-7943-9665-6151-2834-8864-4672-1397-6931-843-2021-442-1898-2310-1420-7581-1842-6765-445-3058-1516-4673-7208-630-9917-8066-5443-9014-9407-508-1434-6665-4348-7686-2362-8247-6177-5357--10001
230 33355.313 1740 10001-7953-3612-8852-8516-4005-4599-552-1472-1646-1267-8264-2906-5127-2736-4407-6212-7885-1074-650-5303-3968-4441-9031-9055-2706-7574-1135-8991-1225-4983-6811-975-4150-4926-4864-7784-2795-2112-1490-6587-8468-4114--10001
231 47759.400 1929 10001-7966-8531-3555-4697-8193-9867-3128-9974-9299-5808-8302-2510-7588-746-8376-9255-9488-7680-7429-1638-8384-2467-5448-6885-545-5147-7379-5805-7059-1061-9921--10001
232 47096.792 1976 10001-8173-3336-953-2513-4986-7741-6639-9669-3200-9207-5113-2255-791-6607-6877-9552-5887-6947-512-8102-3379-3852-4396-5318-5978-6170-699-6034-6078-718-7585-6529-7206-2443-9168-3588-4818-2472-1498-481-5313-896-890-2395-2306-5540--10001
233 55810.013 1988 10001-8267-4636-7697-2084-7732-6701-701-4511-1851-9941-4011-6015-7563-3332-2803-1180-2419-7285-8339-6550-267-8603-4570-6346-8932-1409-1171-473-63-4610-9458-1266-6865-4466-5706-2366-8641-9106-4317-7720-8652-4100--10001
234 10490.841 1118 10001-8367-2532-9810-1418-3577-2174-4607-7084-8357-5908-3559-1210-3166-8740-3916-6079-1181-892-8795--10001
