total_number_routes=169
total_route_len=6052084.205
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
123 35831.969 1964 6001-4342-3275-414-2649-5488-3826-116-2970-702-1526-4399-5235-4076-5018-4087-4038-1310-1393-383-1594-147-5507-5069-2029-200-3878-4932-3581-382-1481-1845-5361-2790-500-2575-3266-4640--6001
124 62189.014 1994 6001-4355-2099-4715-2276-1566-3392-4279-4697-221-114-2245-1772-1867-2892-752-4742-3717-651-3814-2182-3198-3972-5607-3099-3806-3654-5616-667-1961-122-1128-340-3333-1760-2181-590-5020-966-4672-2458-3060-4646-4424--6001
125 50446.736 1996 6001-4454-5850-4613-2695-4268-2923-769-2881-2310-3117-555-117-1522-4840-1871-3777-4219-1252-4667-4528-2684-2434-4111-3858-3151-2833-5728-4165-4690-4051-5178-4764-974-5165-3306-1538-2495--6001
126 41321.790 1844 6001-4479-4643-2635-4589-2772-3925-2100-3962-2250-4371-2169-5294-100-1902-2242-3912-815-2523-2593-5663-5108-514-2614-5656-4187-2835-4556-1875-1242--6001
127 53658.415 1993 6001-4494-831-973-1759-5336-4036-721-4658-4514-3107-5335-4801-3783-2080-1686-3599-1843-1379-1414-262-2650-618-3195-4758-1204-2706-1856-3127-4879-3677-5717-4899-2165-2062-25-2591-649-3227-5087--6001
128 31532.566 1966 6001-4499-1542-1236-1712-5602-1508-781-1018-1090-3669-5893-2905-3404-2096-4546-4739-4411-1363-845-519-1250-5983-1547-1648-5540-4638-3192-4896-4998-5633-2055-2339-5790-4544-955-5085-4008--6001
129 37241.925 1992 6001-4501-2664-1708-4520-4954-2156-1386-1439-964-4824-1079-3917-3561-2316-2107-4460-2071-4310-3690-871-1287-5733-434-5239-656-103-5453-3144-4123-5323-4600-5320-548-5555-5861-3609-3399-280-4107-3913--6001
130 38263.339 1968 6001-4537-4190-5275-3580-1901-3213-2585-5352-3079-2325-2911-701-2713-2322-4138-3451-4146-1919-4752-5520-1886-5314-3265-739-3242-4823-3106-2113-4019-2985-5556-4098-2909-1590-2652-3078-3787-1221--6001
131 27389.258 1946 6001-4562-3507-3373-2270-1164-2254-708-4169-4140-722-4733-950-5215-3656-1814-5192-5348-2494-5564-5402-5053-5504-4011-1671-1578-388-369-3235-2337-3312-4698-734-1744-5421-5901-5450-4370-4348-5376-4068-777--6001
132 49488.545 1985 6001-4642-914-3645-5302-279-2974-4636-4477-3115-2054-5289-3025-3784-2955-4684-3178-4655-5075-756-5308-2541-220-1228-1723-3102-4670-3308-17-5122-5338-1456-1560-1939-1924-603-4617-3085-2895--6001
133 13067.788 1610 6001-4779-1635-3883-1203-3606-4377-181-3210-4066-3549-3948-5378-5636-3214-2489-481-1895-1186-282-5675-3422-312-3640-2859-1532-644-3890-4787-5041-5337-5760-4760--6001
134 13420.748 79 6001--6001
135 35798.360 1917 6001-4827-423-4271-2719-2568-135-3237-2452-2022-2437-298-4065-1630-2299-2508-3324-3583-364-574-427-2012-4623-4678-1051-44-4135-5810-5737-1883-1584-4920--6001
136 38365.834 1885 6001-4870-411-625-5274-2149-1669-875-2471-4153-5061-2916-4295-2854-2666-4252-5372-5363-5428-4861-5538-2019-2694-4353-2988-132-237-3722-5710-5233-4366-874-5243-3815-1839-2424-3740-5051-4976-1065--6001
137 35656.171 1970 6001-4921-2501-4116-4253-2540-4628-2890-2979-2456-5595-3073-266-5211-1036-3448-5755-3368-3840-4444-217-5083-2897-2771-5514-852-1004-4795-512-4950-3820-1193-1150-4624-784-5064-5173-2505-10--6001
138 42461.088 1891 6001-4935-588-189-3582-3041-3490-4305-4912-537-372-5439-3613-34-798-5015-4091-4696-4282-1465-1151-207-2183-5498-5481-1011-1413-28-911-2871-3967-2675-4874-1123-5104-1529-1565-2732-2397-3882--6001
139 54766.902 1971 6001-4943-4177-2130-4974-5384-888-223-4000-2572-5972-1832-2429-4659-1941-5441-5287-5566-5645-5169-626-2050-3584-535-4446-1271-3979-886-1978-3434-5826-2488-4713-2036-1318-1763-2653-5831-5597-2679-3850-1256-5358-5611-5497--6001
140 27233.502 1730 6001-4973-3217-4443-3590-5092-5558-2145-3910-4997-4145-3843-1105-3544-3994-3076-1623-5140-1970-5458-2940-211-534-5310-157-4571-1197-5485-849-4701-5238--6001
141 41822.878 1990 6001-5080-5158-5499-3364-3732-5159-4731-3922-170-2289-2738-3607-4966-2878-2795-5494-2037-1229-3618-4322-5754-495-1531-4373-2822-1191-2469-4450-1881-1948-2133-1599-4964-5909-4139-232-1314-2990-3093-4614-5317-446-2956-4736--6001
142 69921.070 1706 6001-5120-549-368-1884-1308-3042-1331-228-5783-2168-720-711-2365-712-4660-1876-5205-3069-1911-5107-5290-5150-4597-5397-1914-4564-467-672-4592-4292-1248-5931--6001
143 30612.194 1748 6001-5182-804-2023-5761-2761-2188-2967-3007-5365-2689-3479-1500-5632-4519-3313-2630-2656-3689-795-371-1850-958-5379-5210-3197-1859-968-2478-2020-5315-121--6001
144 28523.024 1978 6001-5193-1170-5892-1575-4069-3714-3851-3436-1182-4486-323-5496-3601-5683-337-2609-3540-5226-1421-3443-2244-4865-478-2548-5724-1390-1209-5251-3965-4495-3092-3406-1656-261-346-5830--6001
145 28957.800 1973 6001-5229-4407-5793-2777-2748-5148-836-2295-4185-2537-4765-3401-1067-2958-2056-3998-4394-476-5153-5774-2863-4911-3375-5998-1187-2720-2061-1134-2094-4071-2612-5269-2780--6001
146 28792.948 1956 6001-5242-4110-2196-2179-3176-4168-3230-5166-3053-365-1006-3363-3579-5324-3393-2708-2616-1058-1429-2293-3533-5638-829-2385-1117-5422-3026-4873-996-5585-3924-4157-3161-3141-1468-4056-3153-838--6001
147 36221.688 1995 6001-5248-3631-937-3696-5549-2868-5377-981-3397-5257-231-2584-4859-4313-5470-5022-4836-4616-4277-561-598-2626-4620-4930-5141-3087-1549-1234-4809-5065-2110-1493-4819-4897-1989-3201-3664-3779-1087--6001
148 10836.933 1610 6001-5288-4828-4610-2692-5127-3794-5660-350-3945-4126-4649-2410-1880-3252-1362-5073-4523-4328-85-2346-1339-710-2641-4676--6001
149 30134.315 1876 6001-5318-5780-4866-1281-2236-2101-1580-3873-3489-5306-4338-1329-1887-4772-5788-906-2229-5196-5184-2226-818-3321-203-608-2945-431-2994-5029-755-725-2750-5601-4988-3999-1410--6001
150 29668.598 1855 6001-5319-3688-3866-5121-3384-1315-5286-175-5019-1943-3482-5028-3733-3435-4565-1860-4579-4558-1220-1294-3869-1957-2639-3992-4532-1524-814-2371-3573-1488-1099-2454-570-3254-3704-5966-5846-1670-4854-5236--6001
151 54442.166 1860 6001-5326-1479-3764-2027-5128-5873-572-4202-5736-1779-5114-913-5098-715-5546-5430-5483-5711-1433-5851-93-1643-2809-5387-4265-5220-2961-5258-5945-903-4422-5380-3915-4209-367--6001
152 27281.765 1462 6001-5357-1016-768-2356-1586-5364-1728-2240-520-2770-1432-2258-518-5234-3438-1742-5255-3801-4440-4909-1147-4412-5533-2021-1677-2051--6001
153 18573.125 1904 6001-5403-1552-5944-1577-2123-4875-5986-1222-4274-1205-3737-988-107-703-2620-1398-375-5678-5002-4545-4156-1650-4762-195-3094-1873-907-4211-2172-2625-940-751-664-4789-5805--6001
154 45439.925 1701 6001-5452-81-2998-1956-2734-1916-2931-4289-2848-113-5924-3880-4566-1588-351-5099-1743-2703-3193-5732-5981-4435-168-741-1652-3022-2751-2507-2120-4175-2930-2680-210-5190--6001
155 30915.637 1768 6001-5478-5995-2587-4186-5228-5847-2983-1048-1682-1486-1200-4026-668-4099-50-746-1031-748-3323-706-234-2726-134-1749-5610-5653-3304-2018-3105-4002-1690-797-4599-1576-1955-789--6001
156 7900.213 924 6001-5567-3188-1244-2287-2724-5714-3342-5891-90-4340-2340-2284-98-5916--6001
157 34044.193 1996 6001-5592-2128-299-1698-3861-4390-1227-2303-5767-4467-342-4829-162-29-1734-3659-2420-2973-4516-38-3977-290-3430-1831-3002-1143-5862-3521-1583-1168-4502-4818-2031-174-4402--6001
158 47800.351 1995 6001-5600-2796-2634-4291-5935-5961-4447-283-5757-2506-2082-922-4978-2654-5963-3780-796-2369-5476-5766-1110-1995-3157-5722-1052-5484-5295-894-4871-2670-1689-564-5658-291-245-3653--6001
159 25983.025 1963 6001-5624-3008-606-443-5806-5925-3221-303-2262-3727-837-1621-1695-2357-5072-4356-2263-187-3441-1216-5381-5744-5970-4666-3181-2599-94-2900-691-611-1769-3155-4176-2704-3045-4052-2721-3535-909--6001
160 26376.714 1880 6001-5669-5867-5838-2243-3410-5563-2308-1321-1300-3649-2753-354-2942-3299-1408-567-1060-3466-4587-3066-161-3637-1343-3715-627-3131-5102-5741-3886-2468-2742-3055-1424-1499-454-4072-1154-3658-5025-5212--6001
161 43915.467 1818 6001-5716-4426-2701-5027-491-3680-4304-4158-2651-1585-3253-2140-5401-5522-3367-1750-4711-4630-2032-5642-573-4585-3502-4465-5706-3040-1872-1506-5820-4115-3123-1981-5445-4687-1108-2331--6001
162 43970.619 1985 6001-5726-2442-318-4633-3976-623-5392-1407-5231-5976-3871-2189-1223-2939-3354-2167-3407-1787-1461-4059-1540-378-5346-1162-5427-275-3666-4027-1338-4956-77-55-2209-4067-3035-3608-5644-1158-2392-5670-1455-1396--6001
163 35286.082 1971 6001-5730-1722-2463-3846-197-3864-803-5559-1001-2252-4449-4216-5181-2375-2404-4199-1840-4862-2409-4367-4770-1969-1944-3974-884-1094-3635-4925-1165-5240-5665-592-4560-2779-2274-5491-3835-2389-3145-5745-2886-4549--6001
164 57217.761 1499 6001-5764-5708-4567-1536-5957-5596-3511-4945-1192-1356-1104-731-3681-1146-3909-3643-205-5423-5587-3849-3524-1274-4913-3757-3420-1496-4625-3900--6001
165 26239.512 1212 6001-5782-5340-1211-5643-1559-4671-5245-4541-4155-3052-1954-554-1958-2949-5281-5293-2290-5126-1696-2982-2093-1928-1225-3519--6001
166 37907.783 2000 6001-5789-5605-4774-5074-4917-637-2116-417-4164-1328-139-1336-1034-4143-868-4337-1460-7-2092-1402-2344-858-4260-54-5351-3736-943-3810-5222-5264-3766-4782-807-4053-5466-3159-948-1651-3341-447-2013--6001
167 35494.234 1900 6001-5807-1510-5366-1809-1153-5715-2968-4686-2485-2927-3348-1697-2807-3208-5902-1983-5977-2008-3124-4273-4927-4799-2157-2132-5866-3532-3148-2789-5168-3274-348-5685-969-2074--6001
168 53634.017 1906 6001-5870-687-4429-2186-1121-3862-1195-1746-4744-1295-2555-2427-5569-1088-3189-294-15-1715-4489-4280-2416-4266-2451-3996-1627-4406-5833-3537-1436-528--6001
169 35807.889 1995 6001-5921-1807-5620-1097-2318-3528-5490-2845-5626-4878-59-2118-3103-2534-1735-3017-3827-684-2324-2781-1309-1115-3694-4311-5492-3615-465-5855-5707-5406-4203-1768-2297-5502-5474-3170-1215-4864-2317--6001
