total_number_routes=218
total_route_len=7372345.128
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
118 30837.306 1964 8001-3988-1808-6696-4021-5601-2109-7135-5284-2622-1533-2183-204-5733-5016-6417-1061-7016-3952-7722-1824-7707-4702-7449-2945-2093-4623-2810-3865-5555-636-78-6159-4642-3105-7309-354-2950-2982-7368-1679-2988-3616-4136--8001
119 19360.132 1909 8001-4002-4959-7134-5741-510-943-3022-3106-3712-6921-4935-2974-6298-1699-2624-445-4748-7511-1029-359-1213-282-3584-7513-1873-7141-2813-1901-2549-278-1068-2979-7785-2932-4960-7736-7268-3019--8001
120 76296.633 1999 8001-4012-2754-541-4538-5202-3366-2714-1905-2566-2104-5831-2781-1322-5556-7365-3661-1985-4641-536-2469-6540-3024-4913-7857-567-5113-4451-383-4122-7339-1950-4425-2011-5033-538-3609-5059-6385-2061-2761--8001
121 60223.254 1866 8001-4059-7599-3403-3562-3614-899-1196-1217-324-2232-1744-2429-4376-4086-6253-1712-4831-4626-6801-287-1478-5226-6626-6985-7841-6387-6131-3347-4255-2616-7480-6586-758-7408-5854--8001
122 12533.819 1932 8001-4132-7074-5413-892-3147-2626-1288-7732-4891-3184-310-6534-1535-4208-3081-4434-2723-3261-2857-2115-6752-7954-5087-4019-1578-6169-2203-7985-1951-6489-5341-4435-7579--8001
123 20874.592 1738 8001-4139-3999-3962-5979-7129-3503-2156-7269-456-2055-756-275-3580-6230-6894-4742-4342-3080-2083-813-3789-3496-779-4621-6538-3273-7251-1447-3977-2581-2366-7751-676-796-33-3368-2748-3553--8001
124 39634.003 1958 8001-4219-7644-2514-7583-6361-7768-707-7731-1489-3721-688-3809-2820-5356-1503-1827-7333-6561-4687-1240-2102-6139-6906-5519-257-7998-3776-1772-7506-3352-2513-4061-7492-1316--8001
125 46772.940 1532 8001-4220-6445-1218-689-5928-189-2029-3555-7849-1579-1002-7220-4549-4073-6897-1459-7455-2609-5987-2925-6346-6481-5863-748-3306-5777-3855-7038-3447-4153-3946--8001
126 43027.449 1790 8001-4253-4118-4876-4677-3831-5004-3216-4445-6971-5679-537-4684-6828-5128-4035-3631-3922-4157-5291-6181-4698-3095-4104-3272-3961-6295-2166-2692-7778-1247--8001
127 31381.472 1966 8001-4267-7637-6389-6012-7960-5883-1001-5210-1265-4884-1216-728-4753-1567-3392-1739-434-7752-4757-5718-5079-7256-6437-2911-6161-4603-1874-386-3873-4824-3280-4284-7931-7896-1870-1974-5010-4704-3013-2208-1027-6842-1089--8001
128 31114.355 1936 8001-4293-1271-1286-1127-2679-7409-4258-2388-5236-4069-4970-5850-3206-4215-1443-7246-2824-2465-5726-6282-6255-176-6648-605-7754-4995-1841-1529-339-3618-426-7927-6762-7417-4682--8001
129 31589.180 1408 8001-4331-6008-2668-1065-7335-2656-1990-6490-2975-3526-6085-4249-3959-942-694-7523-1180-3177-1487-3794-7021-3417-5282-5357-2461-5055--8001
130 49563.877 1989 8001-4365-1168-6882-107-6631-3131-1183-5719-2909-4894-3457-5389-2738-4116-2518-7039-956-1655-3613-588-7813-1114-6911-4211-3481-3780-4854-5421-3883-7937-4811-6140-1819-1367-504-3197-53-122-5161-307-4154-1973-4961-2946-6136-4968-3424-2497--8001
131 17089.374 1994 8001-4438-4420-1159-4914-3772-3810-2390-2195-7916-613-1757-4148-1388-6359-1045-7883-602-962-744-2242-1497-25-3332-5569-7274-3577-190-5828-7325-4958-7169-1252-752-5377-5095-5036-5395--8001
132 35685.186 1910 8001-4568-7138-5426-7726-6887-7430-5521-7972-5602-7482-2005-3921-7194-852-3096-3824-3104-6469-4934-6520-3556-7406-6310-7351-1653-1093-7681-4142-224-4459-47-637-4048-2254-3409-2456-5527-6347-4397--8001
133 20565.648 1844 8001-4612-7510-4446-5060-783-685-3380-468-7840-240-4618-698-1564-1907-2667-5349-1070-6664-2278-5648-312-2008-7336-7546-1553-3156-3391-5884-7029-5603-1629-7874-4431-1202-5061-83-327-3230-1294--8001
134 39608.573 1840 8001-4658-7323-4221-4216-2041-5802-516-7971-2693-2220-4094-4171-6724-1623-5896-5247-5027-5383-3778-6352-2404-2296-1313-4357-30-1309-6035-1847-558-5748-6349-2004-2066--8001
135 38745.409 1984 8001-4705-2338-1941-934-24-2393-4782-4395-4264-7904-513-5422-827-5708-4308-4727-4939-3747-4018-4278-7692-545-6739-7532-1340-155-166-2897-5897-7808-5179-2870-7177-2929-5504-7446-2125-1441-3377-4766-5478-5252--8001
136 10847.603 1356 8001-4791-1743-6220-2263-1234-1920-3336-2022-3487-387-4229-7735-323-4692-2134-1174-4222-1577-3911-7711-911-639-1834--8001
137 50335.741 1974 8001-4978-1253-74-562-2826-7562-4206-3592-7166-7075-6239-947-4542-6098-2315-5330-2051-7828-7331-5998-2142-4015-1382-6337-4712-7580-7598-6695-6577-6688-3864-1066-3010-2910-2943-3953--8001
138 29345.757 1854 8001-4982-1719-7259-6745-2892-5789-1427-7704-6722-5029-3092-3880-5838-3753-2464-5990-4497-7800-6260-2732-4009-5571-611-1165-4080-1837-1008-7006--8001
139 58819.139 1862 8001-4992-6138-7837-7407-5839-3852-1277-3933-1379-3531-574-991-3144-6192-7348-135-1791-819-6292-1355-4610-3343-3125-1270-4919-1232-577-5867-7296-4329-5954-5288-2319-3608-4750-483-508-2509-3574--8001
140 37136.806 1995 8001-5049-5216-5499-6663-4829-4225-7685-3427-3294-4944-2174-5945-5023-2700-4310-834-3641-7986-6058-5318-769-4121-7379-2184-7491-6784-2869-7558-873-7914-7358-2305-2488-5856-1884-7951-6777--8001
141 42676.982 1975 8001-5057-6876-4796-5228-54-7294-6865-3171-6791-6196-3006-6824-2103-3796-3783-1387-1107-5133-1170-5623-4024-3821-5367-1437-739-7465-6200-4851-2510-2803-6210-5547-7652-3479-7375-1482-4846-2048--8001
142 45942.813 1998 8001-5139-3407-5951-2273-5618-2877-5975-490-4633-6619-7232-1611-1259-3222-5629-6627-939-4404-2985-1762-832-875-2318-6396-488-6079-4916-2095-1416-3597-7798-7037-4555-4413-985-4635--8001
143 39668.322 1992 8001-5162-7063-4057-7526-6099-2607-5191-2842-6143-5520-1013-2334-1770-3217-5727-7570-2498-5449-6104-5644-195-4165-2333-4439-2154-2964-4954-1129-5757-5119-4485-3651-4170-3400-6262-2054-6162-5025-145-3914--8001
144 37375.474 1978 8001-5173-1573-713-5964-3387-3414-5835-2993-4169-5393-70-6715-6172-6278-131-6407-671-7444-801-5174-4281-2445-4731-4596-3183-1603-1922-1128-5709-1136-871-3472-5806-6212-2851-1616-7996-2085--8001
145 72361.337 1997 8001-5190-7152-2708-6047-687-7963-859-2003-3845-4951-1672-7056-3568-6591-1405-2373-7519-3231-3446-717-3706-4318-7773-732-3978-3410-844-696-630-4898-2621-1724-1776-6868-5371-7157-3361-4604-6818-1836-806--8001
146 48755.410 1969 8001-5245-1527-373-7653-4639-458-4563-3112-644-4320-4838-7091-5445-2879-7258-3800-141-7694-4424-6576-5233-7873-5651-1012-6523-1506-6258-4740-6189-3480-6216-5018-4076-3593-5306-664-6318-7214-7753-2279-3989-3993-2199-5326-3785-5038-305-5885-2535--8001
147 36811.310 1788 8001-5304-1970-1768-1147-4184-1683-3220-7999-1467-673-591-2368-2780-6423-7053-3900-902-4045-2037-4380-5814-5218-6219-7102-2951-4713-3506-5428-6967-3051-4946-2817-4627--8001
148 35881.122 1782 8001-5408-2652-4907-6473-2192-5267-3781-2955-5243-5134-7497-3434-3456-996-6312-2828-5761-7347-6097-3708-4382-5985-6975-7512-6113-4938-1404-3063-4265-5472-3932-5515-5938-6731-2018-3532-7180--8001
149 64644.021 1999 8001-5416-2507-6878-1219-2381-4092-7442-6506-6300-786-5792-177-3733-2478-3030-4339-2487-3694-5221-2267-6910-6718-2697-839-4-6602-1396-5684-6416-4908-4472-3240-395-1678-2437-5575-531-2787-6080-1310--8001
150 42397.597 1756 8001-5452-791-4493-6550-1969-940-7466-4324-7964-2035-3549-2457-3135-2715-5572-3114-5530-5231-5324-5578-7489-2773-1879-978-4181-2972-1926-2357-360-4043-4000--8001
151 24065.829 1880 8001-5470-7027-876-4107-419-3262-6867-560-1154-5545-2527-7761-4406-821-4630-5127-6376-1057-2392-1956-3649-6264-4065-2740-4067-6415-4417-6513-761-150-6892-1718-1929-1621-5683-1473--8001
152 25147.179 1697 8001-5550-3511-5373-2282-3566-62-2670-3895-80-2090-1071-2936-6958-5443-5203-6422-4391-5811-7374-1992-4246-2564-159-641-4400-4013-5739-4449-3157--8001
153 22715.534 1980 8001-5609-1747-701-5310-609-451-4160-5453-134-2578-3218-265-3761-5187-5662-569-4398-3086-2415-6815-7289-6296-5361-5160-6705-5056-391-3337-6844-4242-1054-6532-6874-4358-2971-5738-4392-7402--8001
154 29827.825 1915 8001-5617-6754-1785-6324-2756-4096-872-4790-6100-4394-6101-6544-702-136-4548-5502-5866-194-7008-7617-3648-1050-1687-2178-64-7868-5399-3854-298-1104-3856-3269-2079-7550-469-4937-2463-1771-1738-5965-3969--8001
155 43281.841 1529 8001-5620-7172-2593-6558-6650-7447-260-1981-1016-1455-5780-7779-640-4584-5446-1748-7566-6610-2634-727-2785-1648-2858-4823-5067-4732-669--8001
156 65658.639 1987 8001-5633-866-7119-1612-2387-1493-7581-7332-6478-6186-7923-5966-3180-4632-2662-3743-1037-4444-3632-7776-1118-528-2019-6386-6331-3290-2669-450-3076-5271-2091-7756-547-2771-953-1800-5046-2661-1269--8001
157 41644.179 1963 8001-5643-3621-7414-663-5881-6498-3468-6505-7434-76-5947-4787-4613-7622-6401-2704-1499-6421-4422-3154-1746-2947-4827-7795-4393-3693-6391-7040-6482-681-3360-7698-3700-2235-2444-7084-2225-5488-1074-6314--8001
158 17498.889 1318 8001-5659-5147-6643-509-5898-6954-4825-117-2558-2010-7995-946-4191-380-2952-1552-1086-5645-1448-119-6393-5058-5743-1350-1508-449--8001
159 48875.531 1988 8001-5705-4514-4111-3727-1490-5723-2887-7337-5565-1811-5665-3819-5098-7310-188-4175-2087-6150-3073-7628-3523-4759-7948-5574-3214-5436-5518-4957-1542-1798-4771-3141-1287-1433-4671-2007-2726-1434-3200-2572-4883-3997-1949--8001
160 47202.549 1977 8001-5742-4236-5887-1040-845-4585-2705-7266-6491-5610-4295-7342-271-3370-2034-4814-4113-4988-1220-4655-7822-1731-5999-6630-1122-7922-4006-4789-4423-874-2904-1787-6335-6207-5910-1740-6600-814--8001
161 54152.619 1977 8001-5744-6794-2446-4303-4592-5876-7864-1384-7257-4767-4166-268-5541-4126-7733-7287-3943-5737-1638-3123-6370-6575-5906-2928-7184-481-897-1721-2176-7475-1696-4042-2424-1142-2600-1112-1498-2908--8001
162 25114.980 1960 8001-5764-7758-7763-3209-2068-5300-2628-3331-4466-7474-6487-1280-5786-179-5809-4332-4609-1680-2412-1131-5851-900-3696-72-970-2560-3223-6069-5795-2915-4522-6005-5909-7411-7663-2834--8001
163 39706.735 1978 8001-5798-7243-7100-3510-2471-4004-7472-836-7192-7936-7597-2712-4217-3892-336-5583-60-5957-1587-5454-3248-5686-6567-6021-833-2592-7789-470-2608-1885-5180-1750-174-7582-7019--8001
164 30978.181 1984 8001-5899-3067-6727-2860-6740-6665-5347-3509-2671-2161-4533-1723-3936-740-2907-4388-5476-1804-4072-6814-2852-597-5037-5711-5090-1430-1923-3168-2612-463-3704-2110-178-4036-1488--8001
165 15166.928 1985 8001-5901-4348-3288-2722-4283-4873-539-6920-2791-4902-7616-6549-3357-949-2321-6847-757-2541-7463-3635-1722-4906-7805-3901-92-6009-6265-7792-6594-2766-568-7241-6542-2026-6993-4984--8001
166 34958.063 1983 8001-5927-4663-1366-4465-5112-3040-1472-778-7128-6922-5295-3390-3435-4551-5689-2027-6217-4859-7281-5129-3628-555-7025-7528-6066-358-4134-4965-1904-7229-6112-5321-471-841-1654-5750-2345-4529--8001
167 10107.808 806 8001-5932-350-4567-749-4060-143-142-3718-7902-4634-498-3199-989--8001
168 18951.112 1664 8001-5935-6137-1007-7602-6246-2647-2150-3079-4484-7000-4693-6649-6237-1082-2713-3945-2840-1561-6218-1595-6612-4496-5209-197-3711-3849-4039-226-2653-5599-1715-6254-5451--8001
169 9504.696 1133 8001-5980-4565-3665-910-3536-6365-6395-1347-731-192-7031-501-3213-5606-7502-6846-5791-7239-5317-2111-6107-3038-1425--8001
170 53219.995 1995 8001-6030-2867-5661-2895-7188-2542-1982-3109-2849-4772-5690-208-7400-7568-1279-5486-4056-2901-3964-46-2168-683-2236-7043-4079-6023-5277-5834-634-7372-1374-3078-5608-7114-4797-6940-7370-2818-4680-2219-1896--8001
171 39619.395 1972 8001-6039-5432-2811-3441-895-372-1908-3744-6411-5414-4803-1357-7660-5652-371-6766-6707-2517-629-6261-3207-96-4087-815-4189-6984-1241-7794-7886-4570-4201-2281-1484-5153-4842-1381-4994-6758-2297-2002--8001
172 25050.768 1984 8001-6043-1124-1185-7020-1179-4878-81-3181-127-1116-804-2763-2695-6963-7261-1618-5820-6783-1598-6716-1193-105-3026-5224-6924-7036-6183-3204-4098-7080-6121-5967-478-2190-4715-7713-4003-3879-7905-1191-5175--8001
173 18891.873 1957 8001-6067-1942-1912-5062-856-5167-6503-1625-5468-6531-2181-2905-6646-6414-4631-7127-6420-1737-7071-2328-5496-7564-3244-1119-1205-399-4190-7623-4940-5227-3162-4390-3430-7124-4649-5514-5735--8001
174 28587.232 1846 8001-6073-3224-5873-5713-1868-1888-563-5088-2796-227-5638-3646-5149-1139-7042-7705-5666-4147-7121-593-6065-7017-3160-5384-5911-1171-3768-3513-4909-5840-5821-5332-1570-5256-2023-2108--8001
175 54538.955 1838 8001-6110-6466-3702-4291-1492-2956-1661-5150-2576-3034-4885-2396-2275-3254-457-365-2960-7401-1155-5390-5309-3342-2779-5544-6916-6885-1689-5847-6686-1851-3619-3057-1225-789-622-3379--8001
176 22027.482 1968 8001-6129-1307-7853-2100-3981-7162-1911-1539-7190-6976-2536-6747-7306-5170-5461-4690-4011-1917-2632-6124-1229-5091-3754-4964-4516-7661-917-981-3388-1606-6996-3542-3868-829-1148-3060-2914-4694-7427-3767-690-1009-5217--8001
177 22732.420 1812 8001-6228-954-5807-6014-4793-4150-2573-5251-1436-71-855-5624-5176-5934-6683-4544-2197-7197-276-6908-5508-273-4468-6995-4143-4638-7899-3318-5729-604-146-6413-4066-4799-733-889-4869-379-5082-206-5845--8001
178 16411.944 1962 8001-6307-5731-6306-3525-3134-58-3229-7852-1556-6559-497-6580-3682-7199-4355-3508-3734-3803-1085-4949-2121-3149-1958-3572-5694-7933-7252-7264-1408-1375-1435--8001
179 48767.487 1633 8001-6330-5972-3236-6806-2439-7438-95-7065-6998-3835-4296-3516-5382-4441-2755-2994-1532-49-1916-422-7958-7700-921-5257-4411-7678-5312-2804-3826-1400-1452-1244--8001
180 31275.735 1794 8001-6362-5691-2579-366-1215-1521-3601-4307-787-2385-4301-2080-7956-3576-6052-2401-716-2402-2618-6585-1779-7361-1984-3-950-1998-1936-5612-6960-2301-6701-2890-104--8001
181 35392.333 1998 8001-6424-2076-4598-1856-5605-6283-6373-7677-2312-2875-7007-775-430-6992-4651-506-4835-243-4622-5165-7371-6546-4738-7725-944-7505-1031-2841-3122-7825-4049-7249-5799-4119-4053-4280--8001
182 37816.611 1997 8001-6485-4739-6132-4975-2122-1483-6436-6074-4773-432-6076-6986-6552-2086-4372-792-3534-223-7282-3344-2311-4614-1030-1569-2256-4077-968-7982-4923-1370-4650-2-1780-4778-4513-2629-5759-2940-4187-884-3404-3195--8001
183 31536.060 1991 8001-6522-2257-2078-4437-3242-7665-437-2776-5043-548-4617-160-6251-5334-3132-149-321-675-1820-5670-3735-2228-5144-4956-6103-2500-1362-3807-2512-1094-2769-4517-5971-2688-7769-5158-1688-987-2939-6013-6170-4917-351--8001
184 21756.639 1802 8001-6525-7349-1693-847-4807-4430-5716-6062-3882-3127-4145-3438-1852-2172-1821-405-5890-26-2237-1385-7803-5008-1867-7387-2283-2482-7110-7672-6959-7222-5481-1056-472-4856-2658-3752-2561-1793-7741-129-4877-1019-2751--8001
185 49882.807 1977 8001-6608-3418-3283-4300-4571-3284-6178-7710-4747-6086-7593-1457-6286-849-647-1389-1855-3265-2483-3582-2490-6408-7283-3671-2015-6524-362-5329-6780-3653-6755-3064-7898-6091-2528-831-4489-2216-2684-1442-977-328-1823--8001
186 23727.793 1975 8001-6616-2448-6771-1231-5829-5141-2775-5961-2248-4492-7420-2639-3862-7669-3643-4974-6160-5125-7439-1953-5974-926-6263-3420-438-2299-2194-2594-7629-3492-3732-1034-3817-5668-1199-7193-4708-4433--8001
187 15704.630 1698 8001-6621-7943-692-1311-7912-1589-680-2745-4783-5093-7843-2525-5163-4952-1935-7530-161-6356-2595-1063-3291-89-3636-7201-3813-6092-4481-1583-544--8001
188 21822.838 1971 8001-6684-3292-2322-3515-5085-7829-2533-2995-6224-7551-7541-7894-5955-1895-3233-1829-1909-6831-7320-1151-6061-2196-2920-1700-5263-2480-3354-3383-210-6888-5859-4808-3062-3048-4263-2193-7174-7928-6461--8001
189 41455.034 1847 8001-6759-7015-357-738-7816-4922-6148-6427-6973-4089-6197-7812-4569-4681-3094-3871-5902-4498-5925-3258-7549-5137-2680-4383-7867-7988-6147-5919-401-4925-5592-2074-3658-6671-7790-6153-3674-435-3192-3740-4815--8001
190 48050.326 1993 8001-6803-5877-7382-3524-5842-2659-3001-6659-4816-2361-5959-6764-706-1053-7621-1407-3583-3478-5558-3264-3929-6028-6848-2070-3439-780-5073-6206-7631-1928-4820-4290-3600-2968-6492-724-3514-7590-6693-5849-1383-230-2117-7452--8001
191 39753.319 1959 8001-6826-5115-1812-5642-4861-6105-1189-1560-6493-259-734-7198-2665-6244-2239-6156-3170-7969-412-7716-489-1200-1236-7052-110-5101-4243-2547-1684-7122-4304-658-6592-6812-7154-3820-4675-1275-5002--8001
192 34514.930 1999 8001-6855-1831-7340-4033-5680-20-2250-1059-7106-7189-3445-2046-3384-3158-1875-2613-7540-7425-2833-5380-691-6252-633-1933-1634-4503-2462-355-974-4608-7390-3581-255-2215-1880-118-191--8001
193 55011.298 1603 8001-6901-903-908-6763-1211-4660-581-1047-154-2898-2706-2449-4117-7095-1426-2902-3433-6988-3228-173-6767-3647-5637-5-3842-4213-1541-3351-7619-3818-2337-6726-4591-2557--8001
194 9766.097 868 8001-6941-2044-3431-5323-2285-4977-2590-144-502-6673-3869-7312-6024-2764-7815--8001
195 24682.392 1980 8001-6943-7288-5916-6497-7271-6225-5517-7176-1505-5604-3451-7984-3701-6837-4319-5084-2511-5784-7589-6302-7048-7314-1393-231-4029-4594-4709-6175-6108-772-2060-7432-2614--8001
196 17763.810 1838 8001-6981-745-7727-5287-3950-976-7683-863-1480-416-5538-6926-1631-2339-7913-5260-1784-4659-7002-7882-345-4227-6462-7357-6510-7706-3604-7901-746-7477-433--8001
197 27213.871 1507 8001-7041-4670-4151-2503-7643-1650-1421-3339-1041-5704-4176-264-5567-2948-6087-2642-2551-3287-7373-5889-4041-313-6728-6972-3944-4458-6309-100-5579-7367-2405--8001
198 14036.635 1485 8001-7047-7503-6614-6827-2973-891-7780-2314-4967-7847-4063-3539-3725-3741-7893-3475-6536-7101-4325-3338-6256-4837-3788-2969-7364-4362-763-6565--8001
199 46380.634 1996 8001-7067-2485-7362-5882-1682-3564-404-3541-4429-6893-3315-4234-462-3014-7673-4313-6569-5632-6889-5359-1164-1015-5425-3782-2224-2660-4047-2728-4943-507-4918-7130-1635-5692-3405-6787-4131-6130-660-4384-935-4502--8001
200 42265.916 1987 8001-7087-4973-6273-6054-2472-6738-2584-4904-6221-3476-2844-3603-807-4471-5830-3838-203-6639-340-3266-7635-5566-6293-3043-2146-6864-2749-6668-2350-2252-348-403-4924-1832-2788--8001
201 35445.435 1776 8001-7092-3560-2961-7059-3970-2327-2654-614-6501-3406-5196-7537-3035-3533-4093-1392-2397-2941-285-1756-7143-6581-5450-7099-1861-2354-4183-1208-2441-1507-5969-3599-6605-686-1036--8001
202 25461.394 1869 8001-7131-4600-1342-6158-7577-3042-1734-666-7650-2540-3795-250-1284-394-6872-4903-2167-6817-408-5206-4866-5298-1419-6551-3652-397-7885-1525-2646-5363-2638-4193-5580-4996-3165-6259-7909-7353-3474-5051-979-4452--8001
203 47475.153 1999 8001-7165-599-2032-886-5199-6714-7723-774-4564-5826-3307-2266-322-7291-1402-6782-3887-6725-5740-4292-3243-4341-5535-2930-1512-7123-1333-2831-6618-1735-3866-1092-6339-2717-6496-6968-423-4474-3920-2435-6425-4764-4628-3938-5779--8001
204 57145.857 1978 8001-7227-6548-7932-3359-7094-4158-1954-6843-7498-2868-6857-1518-1537-3173-1187-3575-32-5584-2258-1620-764-2876-7355-6327-3960-4218-4669-1582-300-626-5457-2878-4231-898-1520-2758-867-3991-6215-7900--8001
205 47968.054 1983 8001-7245-2182-4030-4763-5986-7356-5857-3994-333-5676-5197-1948-7903-7671-344-4979-2623-2873-5406-1223-3072-6947-1312-2200-5005-214-5274-2489-1161-7350-3059-90-2710-6484-2009-1335-1759-337-3350-1752--8001
206 18283.161 1711 8001-7313-390-2358-7196-1281-4210-162-219-2454-3908-703-5440-6796-4733-2786-582-3905-4124-1665-3881-2924-1681-6572-6111-5192-7159-4135-2179-1319-7703-7453-2343-7158-857-6235--8001
207 22715.177 1929 8001-7366-1060-5557-7507-5374-6839-6711-632-522-4541-4001-5208-4274-7058-2259-5120-2089-4345-798-3723-2133-2694-5169-2504-1291-7-6974-6094-3559-5138-1668-6915-5232-302--8001
208 51064.813 1984 8001-7369-811-5015-5699-6545-3897-5769-4285-4140-6118-4340-6928-7865-882-5936-7941-5019-2674-3252-600-2056-6299-4926-6441-5613-171-1626-7676-7918-3705-795-7670-5685-7280-2938-6290-984-5467--8001
209 24563.815 1506 8001-7404-929-2927-4786-1188-3610-6115-3537-7819-4802-5404-7586-6547-5462-101-1495-2762-5956-6109-709-1550-5946-1839-1398-1940-4714-6229--8001
210 36298.485 1971 8001-7464-5068-6279-554-670-3182-5878-5813-5953-493-2380-3091-887-3793-729-2298-410-392-94-5423-7978-3875-1336-7221-7441-2641-6190-1020-7783-6907-4788-311-7674-6329-7639-2165-1705-3367-4475--8001
211 22328.828 1881 8001-7476-5646-1786-4322-6717-7632-7846-3760-7454-7555-407-3189-6006-35-3349-7026-5105-6326-7028-3423-1096-1733-6472-2442-7186-5353-2567-3689-3965-4064-4735-7270-1902-6209-4162-213-677-6123--8001
212 34977.406 1546 8001-7544-2942-6044-3464-2770-2742-3586-4071-6328-7148-3589-27-1257-3808-5241-7175-7724-7170-566-123-1239-4401-6951-7078-6029-5918-4257--8001
213 48074.120 1963 8001-7548-6274-3626-6205-6509-1076-5516-4469-1250-6900-3657-2731-3606-6574-575-662-5588-1186-7145-7655-6919-7010-7396-4950-2099-679-1058-2096-6775-3052-735-7381-6444-5296-1111-7147-482-6945-5006-5261-1075-3093-2916-4686--8001
214 42256.325 1801 8001-7575-5142-511-1710-7588-1658-7060-6015-4205-6543-3527-2633-2069-1932-3729-3363-3797-2231-4268-7389-6144-4813-2987-2042-175-2394-5483-7809-1584-6277-6708-1918-6804-6508--8001
215 72333.346 1908 8001-7784-3286-5895-3951-4646-8000-2555-7911-1145-6770-2778-4599-1796-28-2157-5211-6871-809-7990-3775-459-126-3893-7702-6930-3473-5278-5313-6222-6578-3650-4860--8001
216 11377.077 1507 8001-7807-2565-7290-1637-3326-7098-3585-4953-3232-5872-4931-594-1676-1052-1044-1526-5561-7155-7930-251-2493-6553-3436-270--8001
217 34787.267 1999 8001-7897-5563-332-5551-3402-3498-3847-3087-7005-1005-7940-3296-319-3263-667-2209-1530-2113-4167-3504-5560-4624-2816-2643-6018-1708-4928-6494-3664-1736-3916-5554-904-6452-7097-927-6350-3558-6623-6879-4666-3056-3947--8001
218 44811.317 1860 8001-7929-7525-6187-7211-4386-6154-7968-2855-2992-1429-7445-3573-2294-4495-7987-7945-6480-6325-7949-1364-1960-2030-7033-7536-6059-6978-1087-4523-808-5762-5751-3178-4085-6410-4761-6517-6768-3787-6961-222--8001
