total_number_routes=235
total_route_len=6238438.386
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
127 28250.848 1994 8004-1067-7732-4852-5426-1251-7305-1190-5482-344-486-4847-3840-1038-2763-520-2047-3584-926-5675-3821-6003-2755-4667-733-3957-5479-456-5326-6272-3854-5076-3649-2538-4328-7084-1837-2367-720-1740-4378--8004
128 12817.527 1393 8004-1232-1681-36-4874-5348-3947-4963-2090-7742-1834-5689-3761-5936-1497-370-6373-4024-3870-7150-7524-3672-4757-465-7456-6000-1122-7203-5366--8004
129 12645.958 1401 8004-1290-4712-3103-3394-6924-17-7642-1939-7202-4109-866-2007-1052-6306-1914-7831-5880-6656-5364-4483-175-7186-1562-2520-4688-771-3050-2898--8004
130 33011.433 1998 8004-1299-6921-5565-3181-3679-640-7452-6377-6689-5363-538-3984-6987-5335-1599-5224-5815-3273-5678-4474-384-2435-2890-6178-1706-7201-1678-5476-170-5717-3528-5483-2563-5707-4456-1967-6073-734-1141--8004
131 30712.068 1942 8004-1358-3634-3497-478-4285-1351-3085-3318-498-2156-6518-2314-4184-1600-7780-469-4336-1425-2660-3315-1269-3362-3743-1108-76-7758-4452-6106-7418-7450-2624-3633-6586-63-2230--8004
132 22986.938 1989 8004-1495-6168-1824-3245-5971-5003-6777-4579-2319-3696-7533-1315-5114-7459-390-3623-125-4668-6130-337-4522-4231-5833-2225-3080-1504-1457-6288-3258-1055-1555-7964-6099-4291-5574-3869-6919-5253-6986-1821-4915-7881--8004
133 23718.866 1880 8004-1507-546-257-99-5209-1202-936-480-6330-433-7319-5550-5623-6694-4583-2480-2374-4189-642-1177-1861-3282-577-2207-639-6952-279-4887-3361-5939-3015-6050-2363--8004
134 23704.425 1694 8004-1512-5134-4280-2304-6593-4910-214-219-7326-5943-1227-2448-6156-2870-4960-273-1119-4431-797-4031-5917-935-4692-5567-699-1762-883-42-4058-5988-4875-1686-6868-3320--8004
135 20114.311 1550 8004-1683-153-2325-4498-1951-1231-7794-6409-6980-7066-2252-5468-506-5867-3520-4002-2355-6693-3035-4333-3884-3515-5276-6237-3395-5701-16-41-3907-7978-4050-2600--8004
136 27360.203 1799 8004-2107-647-3189-1675-3197-3403-3926-3040-2527-2003-786-6806-7787-5866-2893-4728-7927-7486-6401-7576-6990-5050-2415-3793-7599-7431-5526-6803-247-7753-3102-210--8004
137 19176.416 1774 8004-2173-2515-61-3998-1517-6437-1502-1446-2962-1808-6146-5270-6988-1757-5552-5731-7784-227-4743-1882-4138-3751-629-7166-3219-6063-7921-6019--8004
138 25992.859 1997 8004-2232-1172-293-5657-5268-1703-5865-2440-775-7302-6913-3233-754-4282-3540-4653-4560-6816-502-3866-2508-4188-705-7707-4523-1085-4705-6455-5193-58-7441-3169-5141-719-2208-4987-5523-3106-131-3101-1456--8004
139 22006.699 1956 8004-2322-3177-3488-431-79-80-5334-3099-627-2343-3716-7325-2730-7058-4406-3646-3006-1833-6917-1501-3555-1295-4557-282-5346-4702-5536-5057-4005-3136-3826-5568-6703-5304-4306-2006-1020-7288-2299--8004
140 24730.467 1946 8004-2585-3187-512-2704-6746-5079-6048-2731-755-4586-2351-2642-5981-1646-7853-7214-1660-6961-1126-3673-7740-3077-6671-2068-1432-3754-3553-5497-3972-1322-923-4796-1576-4817-800--8004
141 25698.053 1255 8004-2676-3364-4556-3291-1372-6768-7889-508-5105-6685-7032-1051-7072-6949-2143-7703-6907-4764-7843-4892-441-7953-5436-2458--8004
142 11458.351 805 8004-2838-134-6588-1698-4351-1591-612-563-4749-7631-990-320-2852-413-2420-7005-7618-6595--8004
143 45264.377 1866 8004-2963-3684-5421-7688-1084-5694-4278-6974-139-7449-1473-4186-5269-4662-2588-645-630-774-2160-7350-2842-6203-517-1183-6350-7593-3043-2786-6960-7196-1370-1470-6711-991-1523-5128-5061-5738-5611--8004
144 27633.932 1755 8004-3360-2487-7127-4253-3941-4838-39-3563-4441-7152-4049-1815-1670-7286-6494-3556-3268-2795-6599-3885-818-536-3733-2481-6317-7493-4457-1160-6935-1907-6576-982-5241--8004
145 26407.921 1831 8004-3368-2702-1000-55-1086-6414-3728-1556-1572-4068-3671-7862-985-5039-3813-5085-1263-4477-7428-5423-6011-5545-708-3769-5972-5540-2562-6681-3970-4171-4001-6931-6831-5310-3704-3228-7009-4224--8004
146 22224.663 1997 8004-3442-7379-2566-5248-4297-3060-4699-7761-4672-3864-3224-4762-2989-4125-1352-1931-306-3749-6021-1566-594-3372-3392-5132-2041-6349-7004-7961-5433-6161-6634-3530-4313-3611-1968-3524--8004
147 22926.301 1582 8004-3537-4409-4773-6248-4876-576-1042-7404-6676-70-7256-1543-7695-4334-2671-4369-2470-1077-954-4468-1685-5459-5374-5240-7987-340-3734-5343-2781-429-3308-7816-7852-695-5747-3365--8004
148 30610.558 1959 8004-3660-3707-3111-5825-7865-721-6670-7867-1340-2533-2623-4957-4465-5918-2513-4316-2124-193-1298-3504-616-1166-1004-2909-2028-7432-5446-2514-6384-4729-2528-6109-7496-2189-5849-111-81-3004-5448-5868-1211-5537-6241--8004
149 23295.307 1956 8004-3818-3942-987-2695-4643-6443-3277-4405-6459-2817-3948-2051-4908-5317-1583-5684-4057-6598-4640-836-3833-1890-2478-654-2337-2457-7814-6415-2551-4795-1181-4206-350-2712-443-7472-2823-6662-6440-766-6985-3824-2427-635--8004
150 21576.274 1977 8004-3965-685-7990-4878-5332-4235-2825-2273-3437-4944-2197-6701-631-2601-4740-1549-2341-1228-2045-6512-7419-213-3703-6545-4004-5584-4344-7591-4287-3385-3730-1980-4136-422-3740-1219-6464-3086-6583-1317--8004
151 31908.349 1995 8004-4074-3046-7948-1442-5338-1676-7282-1857-6648-2496-7318-1421-5774-2269-1503-3141-6153-1575-1257-7089-7886-4221-327-566-2643-5806-4455-3289-2828-2711-1156-945-1486-5755-6197-1748-3374-1114-6138-6718-1128-5367-808--8004
152 22274.991 1664 8004-4139-6080-7237-2082-879-2150-2283-6908-4209-5850-6889-455-4544-4713-7869-898-6313-3843-5033-3373-7391-5605-4956-2290-5016-7898-1188-7741-4567--8004
153 26407.887 1990 8004-4276-909-3857-4877-964-1466-3891-7649-3434-5088-1702-1381-3534-6910-1927-6762-7171-5031-202-4751-7542-3847-6698-2139-1634-3764-1722-3302-5790-2914-3784-6020-2347-839-4496-4678-3796-2761-7077-1822--8004
154 17939.733 1968 8004-4324-7670-3535-7712-4085-7655-3569-6739-2442-7061-7789-3393-6170-7773-3918-1958-724-2441-5671-6447-3899-5080-6127-1589-5580-3244-4706-6096-3200-5217-1173--8004
155 17131.572 1861 8004-4413-1892-6720-6620-3871-6779-6668-917-2318-6091-1664-6970-2411-291-944-1628-7155-4096-5607-1082-5586-6647-1689-1214-3370-5353-5264-121-2324-2312-689-3049-4953--8004
156 23516.623 1931 8004-4428-3607-6352-11-7457-3255-132-5311-2484-6445-4022-5392-3464-7575-4065-1732-1131-2336-6012-3246-6839-2675-159-6177-2951-7204-5612-537-6682-2428-4373-3892-2422-1292-1078-1205-6800-5735-2691-5391--8004
157 26454.167 1940 8004-4437-1772-500-7661-5728-3883-1349-4368-6734-4625-4904-7830-793-1526-1001-1224-2925-3468-6948-373-2276-1587-215-768-338-845-276-5274-5384-7826-224-2142-7959-6787-6281-3129-5187-2541--8004
158 21455.925 1658 8004-4508-3321-3964-2122-7864-7460-7172-5234-3063-2590-3157-310-4103-2703-7817-6947-1944-6909-5826-6259-5697-296-4384-6857-582-4778-608-7652-439-5420-7762-760-739-3722-4401-7759-7362--8004
159 21778.143 1781 8004-4689-5581-7925-1863-6385-7062-5642-6074-2114-6166-5138-122-5926-6585-4223-2462-6707-4350-6832-6154-1727-6160-1494-981-2037-713-4495-5115-2503-1851-7415-4588-1981--8004
160 22381.511 1965 8004-4760-3247-3875-3901-772-7403-7194-7923-7408-1712-5914-25-5858-6885-7313-4263-168-3889-7161-5507-5541-5666-660-1447-2824-6993-3982-2626-6981-2872-1699-4932-6480-6194-6461-7750-196--8004
161 10778.336 980 8004-4827-460-4459-4803-4570-6457-4240-4828-4617-1955-3944-2382-393-4239-919-91-1428-6133--8004
162 19490.135 1972 8004-4833-1539-6850-7103-1616-2079-1783-5178-6435-5074-802-3388-2058-1487-2025-1149-2357-4539-663-4691-905-4244-4305-5796-6929-5688-2014-3565-4200-244-1364-7664-361-246-145-4187-4166-6516--8004
163 47928.841 1994 8004-4858-6763-3313-2165-148-2075-7484-4100-910-2929-5778-1527-6294-2758-4439-4268-707-4537-2433-2961-3027-298-7693-4719-6700-1395-4179-2467-950-1963-6329-3133-3127-601-6381-2279-804-3823-6911--8004
164 19209.097 1946 8004-5005-4529-1312-4381-7592-1787-1217-7119-49-7627-7208-1386-3480-4260-636-2726-1935-7394-4226-1281-2466-1984-7731-351-2631-5969-2517-3981-5387-6755-1764-4571-906-5252-7443-1848-7733-3766-6858-4669-1956--8004
165 24993.758 1541 8004-5012-3800-7130-189-1905-5572-66-1256-5609-6753-1669-1098-2792-4365-704-5024-1710-5719-4182-7657-7141-119-411-4322-7757--8004
166 26852.276 1912 8004-5104-7511-1175-4355-6145-4016-7192-6547-74-1602-3908-5854-6211-7583-2815-1854-2360-2266-185-5072-3021-2000-2791-3819-7902-531-1046-6735-3845-3547-2507-51-6452-2895-2690-1729--8004
167 17534.102 1877 8004-5489-2783-1291-302-6613-2762-738-2443-4684-1125-7475-3976-2271-2583-650-6451-4624-2206-6501-4736-5515-2847-4102-5976-5345-396-3269-6792-7011-2202-3958-3592-62-1908-1140-1135-1016-3614--8004
168 15669.625 1590 8004-5501-1789-7546-7949-3039-3412-7298-4257-2832-7467-1886-1325-6526-2492-5840-2674-3762-5078-2746-4787-6271-664-6108-6659-2878-2912-6179-6630-4930--8004
169 21360.050 1843 8004-5520-4800-1654-5331-5512-1261-956-4753-2178-4438-7771-1039-3432-1485-3977-1509-6417-5820-7422-6344-3585-1259-1147-550-526-5879-1645-2267-646-779-2198-1161-400--8004
170 16912.752 1349 8004-5801-5386-3068-1893-2350-6406-2545-7291-2881-1715-4046-6328-2944-3073-3096-1756-2113-198-3175-7334-5082-2567-434--8004
171 21028.852 1871 8004-5841-3617-1793-1904-6338-2212-4627-792-5894-2168-6249-5435-2750-7934-791-6216-6552-6680-7607-2653-2931-980-2365-553-783-753-216-2776-2827-2019-1062-6309-1066-7986-6439-4569-3859-2414-7624-4212-3257--8004
172 39374.274 1820 8004-5845-4965-1478-2804-7231-3356-948-3243-6865-19-7149-677-2327-264-3915-7008-3951-2174-6075-2688-2042-5470-4059-7154-4185-13-7389-5953-416-1804-4822-1607-3613-7569-2111-7371-5140-2298--8004
173 17638.290 1928 8004-5989-1043-2516-5781-1938-4019-1945-235-1613-960-4020-6190-7053-3983-2668-2203-6332-6278-1139-6092-4685-6366-3573-994-2385-3184-7269-518-4289-6243-5474-7797-4970-4755-3022--8004
174 37718.916 1662 8004-6150-3550-7100-5064-5706-5668-1759-591-7235-6532-3327-2158-890-857-4270-5661-6213-6058-4605-7512-2670-2455-7704-6859-2222-570-7308-6742-2557-7763-5122-1448-3140--8004
175 10344.864 761 8004-6165-2930-3465-7541-2877-6441-5726-2245-1665-7111-3447-6597-7636-927-1987-6287--8004
176 24032.310 1994 8004-6423-735-5615-4168-4783-5631-3913-7626-7220-5848-274-3872-5528-7314-424-1741-4696-2141-5561-6244-4145-7969-858-5949-477-2846-6674-1187-6175-6245-7604-4341-3874-3880-6149-895-5390-6057--8004
177 13186.779 800 8004-6513-7035-896-4546-4325-3105-3426-5807-7307-1537-929-2431-4722-6204-6797-1240-2361-2902-2774--8004
178 20079.580 1994 8004-6531-275-7222-2394-5380-5170-7468-3108-697-2308-2918-7301-6893-3919-4337-1852-6227-4420-7383-3390-5214-6120-2537-7075-848-499-1144-1157-2988-5608-4451-5430-2769-5823-2887-3201-5861-5549-501-2936--8004
179 23048.177 1963 8004-6652-7271-4735-5036-4056-1723-3242-2445-3807-7128-5051-157-2130-7040-2419-5544-3225-1608-6300-475-365-2829-2002-1900-6778-6669-4335-278-1090-7859-3479-4725-4493-1049-6928-6915-6971-2044-1286--8004
180 21601.059 1795 8004-6751-5004-448-5070-33-378-4825-2362-4486-2683-2754-7947-3927-1758-1152-4992-2512-2256-711-1926-343-3739-4342-1480-6875-3513-3009-5736-3946-7901-648-4972-1109-4475-7455-4843-6705-4545-2937-6460--8004
181 30106.941 1905 8004-6765-2446-6226-5321-3000-6136-2596-4709-2770-3333-2376-303-6173-4534-1076-6311-5097-2291-232-5720-2625-2602-4746-6605-1129-3953-2418-2187-7997-1009-4676-7158-5576-2169-6504-7055-10-3484-3206-610--8004
182 17969.060 1899 8004-6897-3501-452-6625-6295-652-7321-1091-6818-560-7552-313-1521-307-3076-4198-2801-5908-5486-4176-1505-3378-1011-886-6581-5125-2904-82-4170-6360-2378-4989--8004
183 20474.820 1665 8004-7029-7828-6617-5027-952-7641-1745-4618-7323-1684-7995-4248-3650-1875-5091-668-2491-4596-7267-149-3632-204-2745-1598-4149-1596-3145-4359-3239-4673-1271-1453-7508-3853-3560-2137-6511--8004
184 21779.619 1501 8004-7143-1348-4730-3989-6279-3893-7482-902-6376-3721-2320-571-6884-2686-1491-1658-7261-7366-4758-7790-2110-5640-4442-5111-3408-5429-3041-5554-1061-2747-4354-312--8004
185 41359.684 1964 8004-7518-4598-6438-4396-7841-4873-789-2627-1933-3419-1401-4528-4467-6584-621-6959-778-259-1534-4304-2236-5451-6257-4055-1443-3398-6649-6731-1637-7919-4490-2383-7909-2311-6673-925-3451-2589--8004
186 15265.526 1626 8004-7544-2630-1191-6602-1422-2417-6041-2952-127-626-7778-3700-86-3082-6193-7648-7684-3581-5045-2775-3932-3988-6702-6578-136-5347-7754-3682-4073-4243-7539-2098-65-3763-4487-3666-6938-5737--8004
187 29058.525 1736 8004-7601-239-173-1679-1215-5957-6561-6675-7497-4265-633-992-744-3001-3954-6363-2536-816-5560-7863-6076-557-6065-6535-4178-330-3238-6804-1868-3079-3548-1865-5306-6752-961-2615--8004
188 20951.118 1436 8004-7782-2389-1724-7531-5011-6563-5548-6465-4952-2377-6208-5739-4363-7561-4293-2561-5481-3045-4551-7914-7078-6555--8004
189 25544.953 1437 8004-7785-6282-4414-331-2388-4267-292-1551-3131-2238-4854-817-6749-4003-1168-5277-6372-3642-5652-3475-4514-4183-3507-7656-3185-3487-5378--8004
190 32601.361 1749 8004-7810-511-2981-5655-6572-7309-6403-4991-5862-5189-3858-4113-7471-7451-7873-5165-458-1954-7570-2855-7324-773-5246-1218-7133-6538-637-4988-867-3460-5238-405-5890-425-675-3023-6292-2323-5329-2858-1656--8004
191 17510.731 1813 8004-7819-3683-2511-2757-3517-334-5669-1387-7605-2659-137-3655-6726-4466-7556-5452-1996-5284-3648-377-7574-7543-2591-5066-3595-807-2170-2345-3693-3670-2547-2447-3714-6358-4300--8004
192 21187.721 1949 8004-7982-2461-4726-3052-5636-1841-3606-1947-6879-3681-7922-7926-1121-7164-2490-3904-3469-7984-7187-4637-4353-516-4770-6024-5663-4700-2017-4317-7905-7165-3044-1112-993-3061-6416-545-4106-5068-2771-901-4083-6407-7416-7474-5112-446--8004
193 19469.265 1603 8004-7989-5444-7896-6269-2188-2244-6028-3508-2979-208-7523-2665-6064-1570-1853-5427-2778-2410-7729-1304-1260-6771-575-2018-2900-2097-4481-6191-4469-5832--8004
194 36287.389 1763 8005-403-838-2032-459-974-854-6172-2978-7361-3755-3788-6062-524-7673-7197-914-958-4754-5570-2059-6265-1479-7526-7018-2421-6089-4315-7747-5493-2205-4823-1499--8005
195 33079.721 1925 8005-484-6291-372-3615-5063-4323-6937-7683-6359-1742-3575-6870-2412-4364-1531-4217-6503-3828-7246-4132-4196-3980-2172-5538-3455-3262-3038-2650-3205-7972-4604-7617-4742--8005
196 39283.942 1500 8005-1159-6639-1200-7007-3656-1471-4961-5293-5923-1621-2971-2030-2662-6582-3143-7386-2915-5730-934-7320-5000-2728-7398-7498-3024-1595--8005
197 27418.400 1962 8005-1204-7996-177-5859-5315-2185-4801-6801-7606-7039-1657-7800-387-1816-4630-162-3518-5797-5948-5887-2476-7212-7104-4013-2863-4331-2219-7411-4197-1541--8005
198 38595.816 1976 8005-1441-7668-6286-4933-5150-316-5077-3604-2293-5438-7399-7137-5044-4087-2950-1454-3687-60-776-2865-2658-7774-3482-2264-2819-4542-7481-2619-2060-4609-2432-7095-5958-3603-5587-4851-6147-2164-6756--8005
199 43440.266 1985 8005-1735-71-1554-5892-5588-5547-509-4407-3503-2379-6083-294-6708-5837-2015-4492-2083-1871-3586-5754-4856-4094-1318-4541-2444-5906-7252-3574-4594-3759-986-288-3446-7423-6361-7555-3815-3572-3389-3602--8005
200 38069.596 1996 8005-1994-6920-5827-6105-6725-1774-6466-163-871-2856-7234-1242-3608-2423-5521-4255-2475-3192-7329-4734-7694-4694-6930-5300-7532-1674-3215-2607-3690-5504-6968-5882-4811-7071-7285-3903-2967-3071-3116-541-2302--8005
201 18559.127 1706 8005-2565-4320-3170-7718-2284-7193-2176-5344-2396-3744-5813-1430-348-7026-1902-3250-7251-6102-5888-6171-1961-2780-7970-6098-5650-437-4927-7658-3431-1324-1195--8005
202 25422.813 1112 8005-2831-4820-4241-715-4600-1564-2539-4724-3512-4485-2099-967-7848-729-1798-2678-7268-3056-7971-6992-5870--8005
203 35932.724 1838 8005-2882-261-1934-2289-3229-915-4177-3288-962-6636-5333-1063-2328-5787-3124-6782-4916-6798-1705-1647-572-2924-4194-1510-5133-3002-3851-1617-4995-305-4423-277-1976-6481-7121-5543--8005
204 31899.485 1778 8005-2943-6250-7791-593-5913-4392-3163-6207-6712-3252-6283-5557-1021-4752-4756-5889-7825-2850-6871-6747-833-3196-6079-5413-4410-427-5844-5505-1888-5842-1672-7839-117-2694-7042-4425--8005
205 32413.491 1694 8005-3078-7181-4853-6830-6380-7827-3802-6252-4161-6037-7691-2274-7401-2108-4357-6081-3787-5250-7736-6222-743-6728-3701-7348-6594-3263-211-2521-362--8005
206 20431.417 1264 8005-3324-4548-3969-1733-7263-3928-4101-4078-280-492-1413-1840-3996-3519-749-7537-6275-2648-1641-5829-2681-47-5161-4603-4636-1048-580--8005
207 32998.113 1901 8005-3579-873-7240-4517-785-3794-2209-1917-1212-2500-7199-7983-6925-811-4274-7979-4376-6158-3470-4169-7701-1221-7686-2297-5146-3686-3605-4680-2809-5296-3420-6942-7988-2254-1930-521-7809-7844-7289-3427-761--8005
208 16227.343 1134 8005-3583-3836-3702-6034-5984-4133-6979-4552-3222-6626-7899-7998-7327-7838-7397-5522-2429-4277-5502-3852--8005
209 26357.371 1713 8005-3659-3407-3025-6420-3284-5258-3280-2922-5793-5207-5912-3458-4550-5266-6059-2604-1235-6462-1807-2398-6745-7514-3610-4035-6304-5614-2841-5659-1652-7135-7808--8005
210 27839.015 1808 8005-3789-4575-1287-1711-6817-856-5947-192-7851-1382-5359-3380-4535-653-3834-5562-1408-1394-466-2821-1912-6873-6743-5809-410-5339-2868-806-5927-4310-5619-3710-1965-3902-995-658-3694--8005
211 23967.899 1686 8005-4348-3309-7070-6697-3985-5649-3422-4645-221-5590-6364-1538-5058-6458-4163-1368-7287-5773-7522-3213-4090-5732-4218-4314-142-167-821-3741-4897-7147-6823-1462--8005
212 33542.688 981 8005-4408-255-4426-1636-3251-6646-876-3698-5610-2240-4124-1558-880-6812-6612-6061-3745-6095-1277-2213--8005
213 18215.966 1511 8005-4473-1060-2402-5251-5229-4907-6162-5676-1151-3097-3348-2334-6144-4084-2803-1437-5831-3846-6631-1533-4-2805-6316--8005
214 23312.105 1817 8005-4840-4436-7951-5289-2104-7613-5606-2705-7258-7824-7177-4813-6615-1542-3597-3267-6387-7882-851-4512-4839-7813-5059-2913-3216-3570-5428-1830-7191-497-1574-6071--8005
215 27088.726 1932 8005-5147-5236-7739-6246-6846-5551-4126-2875-1482-1644-874-3357-998-5573-3227-5373-999-4082-5724-7006-5402-5473-3167-3445-607-3134-4261-3406-1306-7215-7144-6604-1440-464-494-6869-4623-5042--8005
216 54017.170 1784 8005-5230-3296-3868-2465-4449-5356-1989-2717-659-6113-7200-5896-7880-4805-1529-18-7105-3483-3559-5602-2957-6085-2742-2926-3401-4018-1532-118-1025-3283-2729--8005
217 27078.215 1713 8005-5239-6714-7232-1344-7536-2575-1898-6796-4070-7950-184-3844-5900-7139-3987-4010-3697-5794-5297-7662-5247-6721-746-3355-297-859-1612-4430-2849-3440-2473--8005
218 19479.398 843 8005-5323-2494-1594-7264-4938-2023-2699-2144-7876-6984-6472-1923-1619-7304-5213-2953-968--8005
219 40812.285 1995 8005-5499-3956-5834-5907-5937-5177-7434-3962-383-5496-1761-5362-5931-2789-2452-5591-2813-547-7113-7134-6084-6357-3571-1393-625-6270-94-4023-4319-5083-971-5087-2129-7188-4717-4165-7013-3753-5579-2352-6008-5760-1915--8005
220 12234.598 773 8005-5645-454-311-2031-3191-1406-7521-7540-474-4028-4032-3567--8005
221 30547.801 1975 8005-5695-3736-6842-973-1879-7239-7076-4162-5621-7001-2554-3018-3924-1832-7840-6493-4962-6978-3158-641-6408-7924-415-3194-828-5283-3961-3747-6365-3527-7487-7856-1249-3564-4029-5886-3259--8005
222 21478.280 816 8005-5824-1792-5751-6242-6954-730-3878-564-7936-1288-2810-4062-930-360-4307-5884-690-6826-1766--8005
223 38300.095 1985 8005-5941-6214-6368-4141-4917-5995-3340-6215-4707-5506-3448-6554-1226-4582-7381-7717-1111-7315-6182-7823-748-4834-6876-6892-7829-7728-69-2069-6509-7679-7454-6002-5173-5613-4283-1339-794-212-2468-2617-5799-6032--8005
224 46417.832 1926 8005-6184-7490-112-4634-3643-1884-4098-7608-3317-2227-4973-6622-1561-7547-7535-1148-2954-7106-5600-5876-6900-2919-4597-5415-6346-7548-622-3662-7274-1032-7944-5761-4009-7425-3349-1614-2250-203-7117-4870-3312-2606-6343-6943--8005
225 15795.166 1167 8005-6436-2843-1720-1803-7812-1545-3425-589-5137-6741-4266-5393-7669-6997-7779-4587-4686-5740-7963-2040-1415-4867-4607--8005
226 45334.424 1997 8005-6514-2196-4075-3171-1713-3121-4390-4761-1210-5709-5975-2760-116-6994-976-4808-6031-3950-4792-7892-194-7211-1767-3472-908-5090-528-3010-1434-7534-2543-7640-2316-2710-3916-1780-651-2837-6324-5351-843-6432-742--8005
227 27495.536 1529 8005-6568-1695-7136-4476-3667-7755-38-6463-832-6342-217-1488-128-4370-5191-2406-1490-951-5397-583-5349-5098-186-1099-7393-355-3335-7858-7637-6966-6517-4816-160-1929-5530--8005
228 40580.517 1363 8005-6642-6341-1274-911-3195-2969-2152-5839-1784-3261-4559-6056-3865-1080-1037-1552-5534-7229-5629-1301-4204-3132-7064-846--8005
229 39257.826 1945 8005-6717-6918-1909-84-4427-5352-6195-2278-468-3183-5777-1995-120-7031-5599-335-3326-4996-3645-1511-552-5690-4980-7577-6487-5014-2133-1258-6651-3084-6683-4429-3786-2743-1110-6367-7273-6088--8005
230 31506.483 1949 8005-6811-3151-4763-5259-6571-530-6567-3587-3397-3930-1186-6729-4903-4772-6658-7489-2956-6967-4632-4629-3053-588-2211-7179-4665-3065-2586-5993-4809-5281-3221-1828-7420-3474-5194-7588-2764-4611-3937-1174-7530--8005
231 23030.334 1199 8005-7067-3064-242-1143-5260-4855-6657-5856-2861-3265-1936-6838-7973-3162-5632-5244-7730-3271-596-1998-5450-565-3438--8005
232 26563.406 1853 8005-7342-2549-2109-4555-618-3738-7312-5299-6496-6117-3622-740-7527-2495-5377-5001-913-6425-3663-1316-2147-4247-6983-1087-6780-2679-7368-2535-4731-5510-2200-4272-6321-3881-7073-5282-7709-5935--8005
233 31495.840 1946 8005-7426-6523-6258-1605-2364-4037-5795-7595-2136-2639-7582-515-4129-615-7710-1116-4921-3359-3414-1130-3091-2489-2534-5381-5337-3110-4999-5008-1026-2182-4444-1369-5703-4896-5211-4599-3176-1489-5772-2880-7210--8005
234 39964.042 1817 8005-7461-7086-2656-1771-3968-3731-7037-4664-1040-6774-7883-2860-5180-5531-83-875-7346-1308-1002-1123-109-7400-2640-1519-1142-2744-2634-3369-369-6238-7351-5791--8005
235 30539.345 1814 8005-7689-251-4111-6506-4951-3048-5144-603-2518-747-7894-7085-2834-6627-4530-4404-1170-2300-4919-7629-3894-3855-7322-7681-4213-2255-2474-4252-3345-1008-5198-1429-4202-6795-1535-2482--8005
