total_number_routes=173
total_route_len=5260810.529
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
127 29114.127 1947 6004-1583-2452-2465-2026-2692-1198-1736-2576-1917-5461-1572-3953-1345-2770-5553-3487-2641-5374-3158-939-1686-254-5652-4030-4502-5082-5324-5162-71-3780-5901-4382-4173-3670-5356-1376-2472-30-4151-5220--6004
128 25224.702 1951 6004-1638-1342-3625-903-2763-2205-510-2002-2860-5296-3070-311-3155-2428-5752-4494-4687-5941-5034-457-1167-1928-4665-315-4529-2501-5805-2262-5302-934-4889-5597-5700-90-3523-2954-1761-671--6004
129 21206.428 1937 6004-1644-2803-1316-5348-2798-2433-2347-1971-2882-1494-4995-5009-1375-1818-3905-5544-419-2947-1076-4869-1806-5028-5795-3007-3476-2782-5879-1515-1163-4975-4696-4014-5305-2350-1871-3511-3025-1029-3346-308-1234-4807-3582-4144--6004
130 28314.217 1630 6004-1693-2377-5554-2185-1069-5508-3206-5649-3204-4638-971-5826-4400-4042-5012-1419-4351-3260-3066-3099-364-4048-1379-2906-2509-3770-4957-5678-1774-3921-5705-601-716--6004
131 39425.905 1980 6004-1724-2454-422-4602-4619-2735-1292-3601-3004-2445-4043-2221-1641-2183-2214-1206-1371-1689-1805-2423-813-2715-5199-2161-3898-2953-212-1044-3548-4205-2441-1288-486-165-4700-309-2521-1518-440-1561-2179--6004
132 29122.374 1993 6004-1735-3181-3357-1814-4111-3505-4132-1092-1942-2299-1237-3528-582-5530-3514-2076-929-3026-1500-4561-4588-4688-2515-1786-3973-609-1146-2048-445-5366-143-1308-3012-3371-1639-2774-1273-667-3667-5895-3766-5894-2154--6004
133 17851.665 1163 6004-1791-3457-2417-4972-1294-2833-1463-2112-1426-4206-1359-660-2619-4097-5424-1363-2730-5851-5745-4399-4618-2560-4418-5292--6004
134 27165.485 1992 6004-2087-2802-1123-4836-48-1035-649-5258-3062-4801-1627-1770-3748-3639-3843-4035-1938-4900-318-2047-3489-1731-2909-2263-3209-1151-1277-2035-5474-2467-5042-2740-4354-1704-2388-5184-1176-507-3545-731--6004
135 37771.266 1779 6004-2098-1551-5855-5679-3479-2036-889-3589-2239-1669-4265-186-4053-758-2335-5108-4540-5873-614-1587-2762-3388-3278-4504-4068-2107-5600-4673-3665-3992-2681-4591-5566-2474--6004
136 44499.343 1979 6004-2311-2126-3339-628-1048-3860-3383-5478-5005-3407-4356-5749-4222-4695-174-1880-5689-3093-5835-1827-1696-168-4027-2899-3993-69-1011-791-4720-852-4286-5086-3868-2177-4284--6004
137 9455.404 672 6004-2397-2106-4961-497-1482-706-3189-3912-5633-975--6004
138 21896.108 1998 6004-2444-3420-4653-2406-3814-3755-1086-2208-630-935-2689-3538-5270-2313-2273-5072-5741-97-3294-3890-2919-2393-1822-4297-2165-1490-3540-1248-5500-5950-4160-4452-2765-4697-4536-2885-4202--6004
139 22341.941 1689 6004-2506-246-5980-994-3115-5716-1280-5265-123-1586-932-5878-4827-1386-4498-4300-487-673-2206-3054-5688-1719-1028-501-5112-2160-2990-3023-5123--6004
140 12004.896 1040 6004-2513-4564-5019-3022-1402-5186-1706-5856-1653-2235-5512-2334-1619-4883-5067--6004
141 44779.870 1937 6004-2660-114-1078-4585-1343-5842-5332-2606-3490-2777-5040-2415-346-569-4948-3052-1837-4007-412-3692-3682-1690-1415-2455-2529-2910-4032-936-2345-2676-3077-518-654-675-1469-4868-829-5221-4558--6004
142 40677.944 1953 6004-2662-4850-5362-5997-802-4737-5415-1336-4626-1732-3421-1962-4101-1520-3323-4709-5911-899-3508-3135-491-5429-3273-2412-752-4680-3969-2846-2443-3156-5096-5088-1124-4894-1479-3438-1319-5675-3129--6004
143 43275.132 1925 6004-3173-120-1911-1144-5519-3697-2019-485-5388-3880-4281-3866-925-2013-2565-5765-4166-4414-1136-1442-2008-1191-3414-4266-3626-2097-50-1517-3828-1141-624-5422-1893-2790-473-1056-1217-47-5549--6004
144 24104.186 1951 6004-3283-4377-5609-3172-4269-2753-2182-5734-1927-5618-5329-4500-5813-4612-550-4339-3261-1948-5940-3107-3781-2289-1072-3573-4455-4146-3043-993-1841-5966-2574-163-4158-5143-735-5192-2139-4595-1860-5561--6004
145 18190.484 1789 6004-3326-1637-2897-5179-1438-5588-4241-1960-1452-3895-5287-1672-3928-5864-3556-2967-4326-2602-4877-1284-534-2826-1186-5114-937-3335-116-319-11-2564-4002-4559-2449--6004
146 27219.435 1984 6004-3328-740-3302-27-4474-3844-819-3551-1580-4323-4386-4761-3071-5797-2166-2618-2403-844-1601-368-1677-5769-3957-999-2446-1513-3169-916-4287-2580-1790-1084-2695-380-5722-5224-355-2242-1290-2216-1485--6004
147 22666.498 1985 6004-3484-4555-4526-226-4912-2966-5390-5744-3213-2611-1384-3221-1466-3638-5405-5309-4448-357-2780-5328-3785-1541-4045-1275-3980-3676-4154-3702-4491-5100-4531-5917-1796-3184-3404-4954-1835-1803--6004
148 23709.561 1494 6004-3623-2526-1751-4676-4298-1471-3385-3186-5453-2288-2955-1681-5107-1602-3240-3011-2962-5033-230-2647-76-3649-1610-4130-3475-3773-326--6004
149 34050.797 1973 6004-3654-1003-826-3402-3949-2786-2115-3006-5691-2227-5414-2813-4489-5071-2212-3360-456-700-3836-1300-4462-4936-1676-4925-435-1901-1128-5484-2153-2784-5446-4892--6004
150 27667.774 1996 6004-3802-4308-1381-3389-62-5650-3090-4514-3850-2792-5661-702-694-759-1085-32-3771-5808-4935-110-3308-3555-5602-353-468-3595-5063-2850-5723-4758-3453-2690-4410-4598-2123-2210-1550-4898-4424--6004
151 29568.359 1980 6004-3821-4732-45-2761-5857-91-3225-4165-1879-4876-911-1000-493-2572-3727-1338-1409-5996-2508-587-3796-4229-2027-5233-3286-4574-3271-3101-1625-5216-350-1848-2892-872-295-4121--6004
152 22937.610 1881 6004-3967-5555-3647-1939-3127-3657-4094-2379-748-4753-2539-5931-1005-5632-4337-3542-2949-3342-2625-4518-1528-4367-4924-4186-5789-5620-3268-3723-2186-2809-3321-3074-3673-2217-5276-102-617-4055-5351-3466--6004
153 27265.868 1980 6004-4114-4841-4081-1555-1118-257-857-3643-92-5677-2837-2684-2312-4554-5562-1738-2462-5449-1959-734-5892-668-2504-1531-5103-594-3069-5859-1877-3975-1675-4204--6004
154 34111.551 1905 6004-4256-410-5504-276-5738-439-3946-3461-4875-5748-2514-4394-836-724-2487-4662-4150-1748-4441-2260-3053-4656-2301-2601-1459-5663-2737-1668-882-4025-1242-2872-4573-2014-1916--6004
155 19343.698 1864 6004-4409-4029-3892-428-5909-1223-2804-5970-5572-3641-1251-5142-3714-849-228-683-2298-2590-4404-4515-3364-1990-462-1503-5345-4115-2358-89-3849-2913-4037-5810-2859-2250-1906-679-1946-4712--6004
156 22532.339 1592 6004-4465-670-4161-5295-5651-854-3690-4095-3861-2248-3036-812-1763-4932-164-2150-4734-4794-924-3668-577-1714-5829-1315-3896-2338-3249-5266-2675-1088-1057--6004
157 24669.682 1525 6004-4506-585-3241-1024-4180-913-1424-666-1530-232-5990-389-5017-4582-2536-5706-2033-2956-4525-3837-3596-1508-5454-4803-1882-5241-5880--6004
158 21430.690 1892 6004-4630-3148-2914-2306-3979-4715-4999-3406-4224-5486-2528-166-310-5854-4457-95-1691-4768-4650-3415-2264-3931-2650-4701-1910-3395-863-4217-3109-1902-331-2946-3068-5853-4899-2971-4609-1694-247-3855-5515-3726-2104--6004
159 20930.491 1858 6004-4882-4408-4207-1703-1464-2291-5426-3300-5383-4524-5207-444-5008-604-4897-5330-5006-2607-2404-4909-3111-3227-4953-2976-2502-1346-1465-5413-3934-1193-3916-780-2519-3205-1406-2556-1335--6004
160 25467.062 1387 6004-4963-5439-2594-4426-1213-3966-1313-3499-5773-1749-40-43-1013-2228-2552-517-2584-2664-581-947-26-425-3740-5404-3192-3616-5877-2922-5460-4177-3003-1501-2475--6004
161 25441.497 1988 6004-5025-4955-2888-3686-549-150-1061-1680-5030-4168-1823-4469-5136-4057-1542-2989-2359-1127-3168-1630-1817-1979-3887-3171-1692-5942-5256-745-427-3874-3965-597-2869-5065-1870-3450-1456-5579-3092-2751-4600-4710--6004
162 23056.322 1794 6004-5110-2192-3403-205-2610-3745-5843-692-5583-4628-2408-377-5731-5491-3064-3297-2554-1570-3432-5201-3917-3655-4726-3762-3149-4411-5622-3222-884-4952-1569-4615-2343-3018-2721-454-5845-874-3561-5386-222-5092--6004
163 26030.230 1989 6004-5138-4080-1661-4689-5681-2025-5323-4054-5420-1021-3799-768-5315-4580-3572-193-3493-3564-464-2-5767-2458-2863-3237-64-2246-4128-3716-1589-5394-3656-126-2172-216-360-4076-3878-2999-4479-55-474-3552-3085-1340-1789--6004
164 21690.212 1865 6004-5158-1566-5075-5277-5238-1649-1695-4971-1752-5168-3279-4233-3037-2902-1236-881-5502-4927-727-111-1140-1992-2766-4481-1289-5050-66-3010-1433-500-224--6004
165 21070.079 1984 6004-5190-3361-3027-1574-616-5542-5611-4565-672-4360-5116-4569-1062-103-1784-3256-4916-2738-2589-2174-2920-1378-5721-335-805-3233-5213-4548-5560-2195-682-1360-878--6004
166 20704.763 1558 6004-5336-4530-600-1645-5874-5658-1849-398-4828-1810-1618-4147-914-5701-841-1759-846-467-1090-2274-5915-1710-855-451-431-3533-3474-4120-4116-3058--6004
167 25621.292 1955 6004-5372-860-1757-4296-5052-3851-1074-782-1050-5936-2651-3736-5430-2005-4926-4790-509-3223-5694-354-5252-1-302-2226-5129-3083-3925-147-2588-2190-4170-4678-3190-4088-189-2716-2191-5715-2275-2654--6004
168 31271.883 1961 6004-5384-2147-4699-3783-3013-2122-2290-5057-3733-2071-5962-3134-3128-4655-2551-499-3280-4184-3577-995-2176-2722-1293-1646-5947-344-3050-4480-1716-4938-2230-1729-4310-1373--6004
169 5501.856 375 6004-5462-1398-2302-5455-446-5274-5743-4707--6004
170 33630.312 1991 6004-5469-5995-5939-1099-5024-3147-2167-3710-5913-5450-5035-978-1907-2038-1058-5334-901-2004-3909-3816-2276-3344-974-195-940-927-5352-4449-2724-996-4319-2710-1897-5760-4862-1895--6004
171 23914.995 1934 6004-5703-3941-4592-1220-1851-3524-5587-1425-980-1994-5945-5965-4162-2870-2787-2542-5101-304-2485-5208-5023-4192-3266-5465-3857-1204-2099-837-5640-2196-3893-2127-4425-2296-1535--6004
172 30841.341 1929 6004-5944-3790-3900-1952-4863-1707-2581-4789-5988-4003-5524-260-3138-1643-4762-4249-5523-5897-2464-3086-2053-985-5222-821-5451-5726-5887-2320-1872-402-2631-5280-5183-1969-5910-65-4553--6004
173 23769.000 1984 6004-5949-4982-4632-1590-466-3313-1800-1332-2265-941-5614-5407-3600-2757-2400-2879-4141-2868-2878-3758-897-794-3242-3413-2923-5981-5858-5654-5232-3370-2520-2119-4072-1214--6004
